Q1_Red Bull Racing,Q2_Red Bull Racing,Q3_Red Bull Racing,Q1_Alpine,Q1_Mercedes,Q2_Mercedes,Q3_Mercedes,Q1_Aston Martin,Q1_Ferrari,Q2_Ferrari,Q3_Ferrari,Q1_Williams,Q2_Williams,Q1_Kick Sauber,Q1_Racing Bulls,Q2_Racing Bulls,Q1_Haas F1 Team,Q1_McLaren,Q2_McLaren
38.085579160343286,38.08046613929332,38.08805808022464,38.09296093398052,38.09262868386929,38.12361547213425,38.08045991020401,38.12231023700622,38.05584628807162,38.01685356949122,38.079480703420245,38.09820723683151,38.153706374731655,38.0773099315478,38.09348091666334,38.030884614736806,38.03657200294458,38.20843015597745,38.05731683586487
31.463007126194498,31.458783191012913,31.465054995115338,31.46910530828029,31.468830832012713,31.494429432886932,31.458778045078816,31.493351160663224,31.438444402119217,31.406231994966447,31.457969109237638,31.47343934934304,31.519287930610517,31.456175805514818,31.469534872939903,31.417823229399005,31.422521656983918,31.564495979359435,31.439659241350228
34.49083261993951,34.486202196637464,34.49307756441965,34.49751765728365,34.49721676694071,34.52527883534128,34.486196555487254,34.52409679617256,34.46390611538209,34.42859376462877,34.48530977214227,34.50226878244689,34.55252957716425,34.48334389080446,34.49798856086636,34.44130047524516,34.44645105347047,34.60208819806189,34.46523786401019
32.88741357870515,32.88299841575872,32.88955415960652,32.893787840247455,32.89350093777523,32.920258449242965,32.88299303685562,32.919131361026984,32.861738840685234,32.82806809992758,32.88214747853192,32.898318093834746,32.946242351299816,32.880272987610965,32.89423685233862,32.84018409758619,32.845095234355085,32.99349707778947,32.86300867862735
38.36022601682225,38.35507612420065,38.36272281295942,38.36766102270565,38.36732637663647,38.39853662018743,38.355069850191626,38.39722197260642,38.33027873163928,38.29100482454044,38.354083582045746,38.372945158264315,38.42884451756322,38.35189715606782,38.36818475514394,38.30513705198018,38.3108654536984,38.48396292887185,38.33175988400626
11.713927123380586,11.712354518807501,11.71468956122385,11.716197524943027,11.716095335251339,11.7256258974096,11.712352602935312,11.72522444810761,11.704782226371321,11.692789291673648,11.712051429704957,11.717811122809053,11.734880913294205,11.71138376850422,11.716357455273169,11.697104800196712,11.698854062055261,11.751712228441875,11.705234520653335
25.513226653199922,25.509801481053273,25.514887261918034,25.518171644665586,25.51794907295789,25.538706876034098,25.50979730823599,25.537832509400005,25.493308838477446,25.467187926339534,25.50914134539744,25.521686101230898,25.55886453242522,25.507687162580282,25.51851997693018,25.476587211985816,25.480397148124666,25.595523558361606,25.49429394675144
46.985843495043696,46.979535606017635,46.98890171666335,46.994950324150295,46.994540430115194,47.03276855781917,46.979527921244994,47.03115830074023,46.949162312454064,46.90105733904795,46.97831988246219,47.0014226417602,47.069891439267735,46.97564182032659,46.995591822205256,46.918367315960836,46.92538379668986,47.13740368610138,46.95097651431183
61.16610938999645,61.15789778834176,61.17009057888686,61.17796464817411,61.17743104865713,61.22719637512546,61.157887784314994,61.22510014457362,61.118357874647586,61.05573488340838,61.15631516101314,61.18639030274335,61.27552289346909,61.15282886324019,61.17879974950006,61.07826898863311,61.08740303403658,61.36341024778301,61.1207196002448
60.59897391297068,60.590838449730995,60.60291818806206,60.61071924855287,60.610190596599296,60.65949449626703,60.590828538462006,60.65741770207842,60.551665152256646,60.48962280478179,60.589270496608606,60.61906677999673,60.70737292851686,60.58581652397709,60.61154660677403,60.511947972563235,60.520997326603265,60.794445386524444,60.55400497980622
97.35825763138143,97.47863253978585,97.29989687934187,97.18446990064774,97.19229200353209,96.46277578157355,97.47877919008181,96.49350469065621,98.05825314115259,98.97625149901921,97.50183247418818,97.06095716346681,95.75435123009515,97.55293855467653,97.17222804457163,98.64592119727274,98.5120240691557,94.46599937495694,98.02363230658318
