EventName,Name,LapTime,Sector1,Sector2,Sector3,SpeedTrap1,SpeedTrap2,SpeedFL,FullThrottle,Brake,Cornering,Name_1,LapTime_1,Sector1_1,Sector2_1,Sector3_1,SpeedTrap1_1,SpeedTrap2_1,SpeedFL_1,FullThrottle_1,Brake_1,Cornering_1,Gap,Gap1,V_min,V_max,corner_advantage,corner_advantage1
Australian GP Qualifying Q2,Pierre Gasly,01:16.112,26.400,17.152,32.560,287 kp/h,325 kp/h,307 kp/h,71%,13%,16%,Jack Doohan,01:16.863,26.270,17.177,33.416,288 kp/h,328 kp/h,310 kp/h,66%,15%,19%,-0.751,0.751,93 kp/h,332 kp/h,6/15,9/15
Australian GP Qualifying Q2,Fernando Alonso,01:16.453,26.374,17.188,32.891,287 kp/h,328 kp/h,305 kp/h,72%,14%,14%,Lance Stroll,01:16.483,26.457,17.173,32.853,288 kp/h,325 kp/h,307 kp/h,73%,12%,15%,-0.03,0.03,90 kp/h,332 kp/h,10/15,5/15
Australian GP Qualifying Q2,Charles Leclerc,01:15.827,26.184,17.155,32.488,289 kp/h,320 kp/h,303 kp/h,73%,13%,14%,Lewis Hamilton,01:15.919,26.150,17.223,32.546,289 kp/h,321 kp/h,306 kp/h,73%,14%,13%,-0.092,0.092,94 kp/h,326 kp/h,6/15,9/15
Australian GP Qualifying Q2,Yuki Tsunoda,01:16.009,26.264,17.193,32.552,289 kp/h,325 kp/h,307 kp/h,73%,10%,17%,Isack Hadjar,01:16.175,26.345,17.148,32.682,289 kp/h,328 kp/h,309 kp/h,73%,11%,16%,-0.166,0.166,94 kp/h,333 kp/h,5/15,10/15
Australian GP Qualifying Q2,Alexander Albon,01:16.017,26.186,17.034,32.797,289 kp/h,328 kp/h,309 kp/h,69%,14%,17%,Carlos Sainz,01:15.931,26.269,17.078,32.584,287 kp/h,328 kp/h,308 kp/h,70%,16%,14%,0.086,-0.086,92 kp/h,331 kp/h,7/15,8/15
Australian GP Qualifying Q2,Lando Norris,01:15.415,26.194,17.030,32.191,289 kp/h,325 kp/h,310 kp/h,72%,12%,16%,Oscar Piastri,01:15.468,26.171,17.111,32.186,290 kp/h,324 kp/h,305 kp/h,71%,12%,17%,-0.053,0.053,99 kp/h,329 kp/h,6/15,9/15
