,Driver,Stint,Compound,LapCount,FirstLap,LastLap,race_number,fastest_laptime,number_quick_laptime,avg_quick_laptime,fp_session,SpeedTotal,high_engine_mode,low_engine_mode,quali_sim,race_sim,year,event_format,q1,q2,q3
41,VER,3.0,SOFT,3,6.0,8.0,1.0,0 days 00:01:33.375000,1.0,0 days 00:01:33.375000,fp1,833.0,0,0,1,0,2023,conventional,0 days 00:01:31.295000,0 days 00:01:30.503000,0 days 00:01:29.708000
42,VER,4.0,SOFT,13,9.0,21.0,1.0,0 days 00:01:37.900000,10.0,0 days 00:01:38.517500,fp1,1034.0,1,0,0,1,2023,conventional,0 days 00:01:31.295000,0 days 00:01:30.503000,0 days 00:01:29.708000
43,SAR,4.0,HARD,11,14.0,24.0,1.0,0 days 00:01:39.347000,8.0,0 days 00:01:40.091000,fp1,1053.5,1,0,0,1,2023,conventional,0 days 00:01:31.652000,,
44,NOR,2.0,MEDIUM,3,6.0,8.0,1.0,0 days 00:01:38.897000,1.0,0 days 00:01:38.897000,fp1,957.0,0,0,0,1,2023,conventional,0 days 00:01:31.652000,0 days 00:01:31.381000,
45,NOR,3.0,SOFT,4,9.0,12.0,1.0,0 days 00:01:34.165000,1.0,0 days 00:01:34.165000,fp1,912.0,0,1,1,0,2023,conventional,0 days 00:01:31.652000,0 days 00:01:31.381000,
46,NOR,4.0,SOFT,9,13.0,21.0,1.0,0 days 00:01:39.503000,6.0,0 days 00:01:39.773000,fp1,1016.5,1,0,0,1,2023,conventional,0 days 00:01:31.652000,0 days 00:01:31.381000,
47,PER,1.0,MEDIUM,3,1.0,3.0,1.0,0 days 00:01:35.069000,1.0,0 days 00:01:35.069000,fp1,874.5,0,0,1,0,2023,conventional,0 days 00:01:31.479000,0 days 00:01:30.746000,0 days 00:01:29.846000
48,PER,2.0,MEDIUM,3,4.0,6.0,1.0,0 days 00:01:34.343000,1.0,0 days 00:01:34.343000,fp1,864.5,0,1,1,0,2023,conventional,0 days 00:01:31.479000,0 days 00:01:30.746000,0 days 00:01:29.846000
49,PER,3.0,SOFT,3,7.0,9.0,1.0,0 days 00:01:32.758000,1.0,0 days 00:01:32.758000,fp1,921.5,0,0,1,0,2023,conventional,0 days 00:01:31.479000,0 days 00:01:30.746000,0 days 00:01:29.846000
50,PER,4.0,SOFT,12,10.0,21.0,1.0,0 days 00:01:37.679000,8.0,0 days 00:01:38.622000,fp1,1025.0,1,0,0,1,2023,conventional,0 days 00:01:31.479000,0 days 00:01:30.746000,0 days 00:01:29.846000
51,ALO,1.0,MEDIUM,7,1.0,7.0,1.0,0 days 00:01:34.867000,3.0,0 days 00:01:35.048000,fp1,985.5,0,0,1,0,2023,conventional,0 days 00:01:31.158000,0 days 00:01:30.645000,0 days 00:01:30.336000
52,ALO,3.0,SOFT,5,15.0,19.0,1.0,0 days 00:01:33.196000,1.0,0 days 00:01:33.196000,fp1,932.5,0,0,1,0,2023,conventional,0 days 00:01:31.158000,0 days 00:01:30.645000,0 days 00:01:30.336000
53,LEC,3.0,MEDIUM,3,9.0,11.0,1.0,0 days 00:01:34.257000,1.0,0 days 00:01:34.257000,fp1,858.5,0,1,1,0,2023,conventional,0 days 00:01:31.094000,0 days 00:01:30.282000,0 days 00:01:30
54,LEC,4.0,MEDIUM,2,12.0,13.0,1.0,0 days 00:01:40.966000,1.0,0 days 00:01:40.966000,fp1,970.5,0,0,0,1,2023,conventional,0 days 00:01:31.094000,0 days 00:01:30.282000,0 days 00:01:30
55,LEC,5.0,MEDIUM,4,14.0,17.0,1.0,0 days 00:01:39.070000,2.0,0 days 00:01:39.870500,fp1,1010.5,1,0,0,1,2023,conventional,0 days 00:01:31.094000,0 days 00:01:30.282000,0 days 00:01:30
56,STR,3.0,SOFT,3,11.0,13.0,1.0,0 days 00:01:34.298000,1.0,0 days 00:01:34.298000,fp1,791.5,0,1,1,0,2023,conventional,0 days 00:01:31.184000,0 days 00:01:31.127000,0 days 00:01:30.836000
57,STR,4.0,SOFT,4,14.0,17.0,1.0,0 days 00:01:34.426000,1.0,0 days 00:01:34.426000,fp1,896.5,0,0,1,0,2023,conventional,0 days 00:01:31.184000,0 days 00:01:31.127000,0 days 00:01:30.836000
58,MAG,2.0,SOFT,8,2.0,9.0,1.0,0 days 00:01:35.420000,1.0,0 days 00:01:35.420000,fp1,1023.0,0,1,1,0,2023,conventional,0 days 00:01:31.892000,,
59,MAG,3.0,SOFT,11,10.0,20.0,1.0,0 days 00:01:34.402000,1.0,0 days 00:01:34.402000,fp1,1032.0,1,0,1,0,2023,conventional,0 days 00:01:31.892000,,
60,DEV,2.0,MEDIUM,4,8.0,11.0,1.0,0 days 00:01:39.023000,1.0,0 days 00:01:39.023000,fp1,1011.0,0,0,0,1,2023,conventional,0 days 00:01:32.121000,,
61,DEV,5.0,MEDIUM,7,19.0,25.0,1.0,0 days 00:01:40.303000,4.0,0 days 00:01:40.658000,fp1,1014.5,1,0,0,1,2023,conventional,0 days 00:01:32.121000,,
62,TSU,2.0,SOFT,6,12.0,17.0,1.0,0 days 00:01:35.015000,2.0,0 days 00:01:35.160000,fp1,894.5,0,0,1,0,2023,conventional,0 days 00:01:31.400000,0 days 00:01:32.510000,
63,ZHO,2.0,MEDIUM,7,3.0,9.0,1.0,0 days 00:01:36.889000,4.0,0 days 00:01:38.855000,fp1,1022.0,1,0,0,1,2023,conventional,0 days 00:01:31.615000,0 days 00:01:31.473000,
64,ZHO,4.0,SOFT,3,11.0,13.0,1.0,0 days 00:01:34.575000,1.0,0 days 00:01:34.575000,fp1,827.0,0,0,1,0,2023,conventional,0 days 00:01:31.615000,0 days 00:01:31.473000,
65,ZHO,6.0,SOFT,4,15.0,18.0,1.0,0 days 00:01:34.701000,1.0,0 days 00:01:34.701000,fp1,937.0,0,0,1,0,2023,conventional,0 days 00:01:31.615000,0 days 00:01:31.473000,
66,HUL,2.0,SOFT,10,2.0,11.0,1.0,0 days 00:01:35.865000,4.0,0 days 00:01:38.522000,fp1,1035.0,1,0,0,1,2023,conventional,0 days 00:01:31.204000,0 days 00:01:30.809000,
67,HUL,3.0,SOFT,11,12.0,22.0,1.0,0 days 00:01:35.043000,1.0,0 days 00:01:35.043000,fp1,1034.0,0,1,1,0,2023,conventional,0 days 00:01:31.204000,0 days 00:01:30.809000,
68,HAM,1.0,UNKNOWN,3,1.0,3.0,1.0,0 days 00:01:35.462000,1.0,0 days 00:01:35.462000,fp1,815.5,0,1,1,0,2023,conventional,0 days 00:01:31.543000,0 days 00:01:30.513000,0 days 00:01:30.384000
69,HAM,2.0,MEDIUM,3,4.0,6.0,1.0,0 days 00:01:35.164000,1.0,0 days 00:01:35.164000,fp1,836.0,0,0,1,0,2023,conventional,0 days 00:01:31.543000,0 days 00:01:30.513000,0 days 00:01:30.384000
70,HAM,3.0,MEDIUM,3,7.0,9.0,1.0,0 days 00:01:35.014000,1.0,0 days 00:01:35.014000,fp1,998.0,0,0,1,0,2023,conventional,0 days 00:01:31.543000,0 days 00:01:30.513000,0 days 00:01:30.384000
71,HAM,4.0,MEDIUM,4,10.0,13.0,1.0,0 days 00:01:34.917000,1.0,0 days 00:01:34.917000,fp1,1024.5,1,0,1,0,2023,conventional,0 days 00:01:31.543000,0 days 00:01:30.513000,0 days 00:01:30.384000
72,SAI,4.0,MEDIUM,10,12.0,21.0,1.0,0 days 00:01:40.027000,7.0,0 days 00:01:40.294000,fp1,1023.0,1,0,0,1,2023,conventional,0 days 00:01:30.993000,0 days 00:01:30.515000,0 days 00:01:30.154000
73,RUS,2.0,MEDIUM,3,10.0,12.0,1.0,0 days 00:01:35.050000,1.0,0 days 00:01:35.050000,fp1,999.5,0,1,1,0,2023,conventional,0 days 00:01:31.057000,0 days 00:01:30.507000,0 days 00:01:30.340000
74,BOT,2.0,MEDIUM,7,3.0,9.0,1.0,0 days 00:01:37.149000,4.0,0 days 00:01:38.309000,fp1,1024.0,1,0,0,1,2023,conventional,0 days 00:01:31.504000,0 days 00:01:31.443000,
75,BOT,4.0,SOFT,3,11.0,13.0,1.0,0 days 00:01:34.689000,1.0,0 days 00:01:34.689000,fp1,858.0,0,0,1,0,2023,conventional,0 days 00:01:31.504000,0 days 00:01:31.443000,
76,BOT,5.0,SOFT,3,14.0,16.0,1.0,0 days 00:01:35.475000,1.0,0 days 00:01:35.475000,fp1,950.5,0,0,1,0,2023,conventional,0 days 00:01:31.504000,0 days 00:01:31.443000,
77,BOT,6.0,SOFT,4,17.0,20.0,1.0,0 days 00:01:35.212000,1.0,0 days 00:01:35.212000,fp1,931.5,0,0,1,0,2023,conventional,0 days 00:01:31.504000,0 days 00:01:31.443000,
78,PIA,2.0,SOFT,5,8.0,12.0,1.0,0 days 00:01:34.997000,1.0,0 days 00:01:34.997000,fp1,922.5,0,0,1,0,2023,conventional,0 days 00:01:32.101000,,
79,PIA,3.0,SOFT,9,13.0,21.0,1.0,0 days 00:01:40.116000,8.0,0 days 00:01:40.744000,fp1,1029.0,1,0,0,1,2023,conventional,0 days 00:01:32.101000,,
80,VER,1.0,MEDIUM,6,1.0,6.0,1.0,0 days 00:01:32.794000,2.0,0 days 00:01:32.901500,fp2,968.0,0,0,1,0,2023,conventional,0 days 00:01:31.295000,0 days 00:01:30.503000,0 days 00:01:29.708000
81,VER,2.0,SOFT,3,7.0,9.0,1.0,0 days 00:01:31.076000,1.0,0 days 00:01:31.076000,fp2,916.5,0,1,1,0,2023,conventional,0 days 00:01:31.295000,0 days 00:01:30.503000,0 days 00:01:29.708000
82,VER,3.0,SOFT,15,10.0,24.0,1.0,0 days 00:01:36.827000,11.0,0 days 00:01:37.229000,fp2,1040.0,1,0,0,1,2023,conventional,0 days 00:01:31.295000,0 days 00:01:30.503000,0 days 00:01:29.708000
83,SAR,1.0,SOFT,5,1.0,5.0,1.0,0 days 00:01:32.749000,2.0,0 days 00:01:33.153500,fp2,971.5,0,1,1,0,2023,conventional,0 days 00:01:31.652000,,
84,SAR,2.0,SOFT,5,6.0,10.0,1.0,0 days 00:01:32.851000,2.0,0 days 00:01:33.087000,fp2,987.0,0,0,1,0,2023,conventional,0 days 00:01:31.652000,,
85,SAR,3.0,UNKNOWN,5,11.0,15.0,1.0,0 days 00:01:38.009000,3.0,0 days 00:01:38.022000,fp2,1058.5,0,0,0,1,2023,conventional,0 days 00:01:31.652000,,
86,SAR,4.0,SOFT,14,16.0,29.0,1.0,0 days 00:01:37.849000,10.0,0 days 00:01:38.571000,fp2,1061.5,1,0,0,1,2023,conventional,0 days 00:01:31.652000,,
87,NOR,1.0,MEDIUM,7,1.0,7.0,1.0,0 days 00:01:33.117000,2.0,0 days 00:01:33.230000,fp2,969.5,0,0,1,0,2023,conventional,0 days 00:01:31.652000,0 days 00:01:31.381000,
88,NOR,2.0,SOFT,3,8.0,10.0,1.0,0 days 00:01:31.570000,1.0,0 days 00:01:31.570000,fp2,910.5,0,1,1,0,2023,conventional,0 days 00:01:31.652000,0 days 00:01:31.381000,
89,NOR,3.0,SOFT,12,11.0,22.0,1.0,0 days 00:01:37.683000,10.0,0 days 00:01:38.159000,fp2,1038.0,1,0,0,1,2023,conventional,0 days 00:01:31.652000,0 days 00:01:31.381000,
90,NOR,4.0,MEDIUM,5,23.0,27.0,1.0,0 days 00:01:38.016000,2.0,0 days 00:01:38.030000,fp2,1022.5,0,0,0,1,2023,conventional,0 days 00:01:31.652000,0 days 00:01:31.381000,
91,GAS,1.0,SOFT,7,1.0,7.0,1.0,0 days 00:01:32.368000,2.0,0 days 00:01:32.506000,fp2,909.5,0,1,1,0,2023,conventional,0 days 00:01:32.181000,,
92,GAS,2.0,SOFT,4,8.0,11.0,1.0,0 days 00:01:31.475000,1.0,0 days 00:01:31.475000,fp2,973.5,0,0,1,0,2023,conventional,0 days 00:01:32.181000,,
93,GAS,3.0,SOFT,13,12.0,24.0,1.0,0 days 00:01:37.810000,10.0,0 days 00:01:38.035500,fp2,1032.0,1,0,0,1,2023,conventional,0 days 00:01:32.181000,,
94,PER,1.0,MEDIUM,3,1.0,3.0,1.0,0 days 00:01:32.497000,1.0,0 days 00:01:32.497000,fp2,861.5,0,0,1,0,2023,conventional,0 days 00:01:31.479000,0 days 00:01:30.746000,0 days 00:01:29.846000
95,PER,2.0,MEDIUM,3,4.0,6.0,1.0,0 days 00:01:32.695000,1.0,0 days 00:01:32.695000,fp2,859.0,0,1,1,0,2023,conventional,0 days 00:01:31.479000,0 days 00:01:30.746000,0 days 00:01:29.846000
96,PER,3.0,SOFT,3,7.0,9.0,1.0,0 days 00:01:31.078000,1.0,0 days 00:01:31.078000,fp2,900.5,0,0,1,0,2023,conventional,0 days 00:01:31.479000,0 days 00:01:30.746000,0 days 00:01:29.846000
97,PER,4.0,SOFT,17,10.0,26.0,1.0,0 days 00:01:36.829000,13.0,0 days 00:01:37.781000,fp2,1041.5,1,0,0,1,2023,conventional,0 days 00:01:31.479000,0 days 00:01:30.746000,0 days 00:01:29.846000
98,ALO,1.0,MEDIUM,7,1.0,7.0,1.0,0 days 00:01:32.603000,3.0,0 days 00:01:32.638000,fp2,1019.5,0,0,1,0,2023,conventional,0 days 00:01:31.158000,0 days 00:01:30.645000,0 days 00:01:30.336000
99,ALO,2.0,SOFT,4,8.0,11.0,1.0,0 days 00:01:30.907000,1.0,0 days 00:01:30.907000,fp2,1000.5,0,1,1,0,2023,conventional,0 days 00:01:31.158000,0 days 00:01:30.645000,0 days 00:01:30.336000
100,ALO,4.0,SOFT,13,13.0,25.0,1.0,0 days 00:01:36.251000,10.0,0 days 00:01:37.383500,fp2,1039.0,1,0,0,1,2023,conventional,0 days 00:01:31.158000,0 days 00:01:30.645000,0 days 00:01:30.336000
101,LEC,1.0,SOFT,3,1.0,3.0,1.0,0 days 00:01:31.843000,1.0,0 days 00:01:31.843000,fp2,802.5,0,1,1,0,2023,conventional,0 days 00:01:31.094000,0 days 00:01:30.282000,0 days 00:01:30
102,LEC,2.0,SOFT,3,4.0,6.0,1.0,0 days 00:01:32.637000,1.0,0 days 00:01:32.637000,fp2,814.5,0,0,1,0,2023,conventional,0 days 00:01:31.094000,0 days 00:01:30.282000,0 days 00:01:30
103,LEC,3.0,SOFT,3,7.0,9.0,1.0,0 days 00:01:31.367000,1.0,0 days 00:01:31.367000,fp2,883.0,0,0,1,0,2023,conventional,0 days 00:01:31.094000,0 days 00:01:30.282000,0 days 00:01:30
104,LEC,4.0,SOFT,7,10.0,16.0,1.0,0 days 00:01:37.923000,6.0,0 days 00:01:38.319000,fp2,1037.0,0,0,0,1,2023,conventional,0 days 00:01:31.094000,0 days 00:01:30.282000,0 days 00:01:30
105,LEC,5.0,SOFT,10,17.0,26.0,1.0,0 days 00:01:37.542000,7.0,0 days 00:01:37.678000,fp2,1039.5,1,0,0,1,2023,conventional,0 days 00:01:31.094000,0 days 00:01:30.282000,0 days 00:01:30
106,STR,1.0,MEDIUM,7,1.0,7.0,1.0,0 days 00:01:33.566000,3.0,0 days 00:01:33.624000,fp2,1018.0,0,0,1,0,2023,conventional,0 days 00:01:31.184000,0 days 00:01:31.127000,0 days 00:01:30.836000
107,STR,2.0,SOFT,6,8.0,13.0,1.0,0 days 00:01:31.450000,2.0,0 days 00:01:31.721500,fp2,943.0,0,1,1,0,2023,conventional,0 days 00:01:31.184000,0 days 00:01:31.127000,0 days 00:01:30.836000
108,STR,3.0,SOFT,2,14.0,15.0,1.0,0 days 00:01:39.405000,1.0,0 days 00:01:39.405000,fp2,1001.0,0,0,0,1,2023,conventional,0 days 00:01:31.184000,0 days 00:01:31.127000,0 days 00:01:30.836000
109,STR,4.0,MEDIUM,13,16.0,28.0,1.0,0 days 00:01:37.479000,10.0,0 days 00:01:38.432000,fp2,1039.0,1,0,0,1,2023,conventional,0 days 00:01:31.184000,0 days 00:01:31.127000,0 days 00:01:30.836000
110,MAG,2.0,SOFT,6,6.0,11.0,1.0,0 days 00:01:32.110000,2.0,0 days 00:01:32.559000,fp2,971.0,0,1,1,0,2023,conventional,0 days 00:01:31.892000,,
111,MAG,3.0,MEDIUM,7,12.0,18.0,1.0,0 days 00:01:39.772000,4.0,0 days 00:01:40.327000,fp2,1033.5,1,0,0,1,2023,conventional,0 days 00:01:31.892000,,
112,DEV,2.0,SOFT,6,9.0,14.0,1.0,0 days 00:01:32.605000,2.0,0 days 00:01:32.826000,fp2,995.5,0,0,1,0,2023,conventional,0 days 00:01:32.121000,,
113,DEV,3.0,SOFT,11,15.0,25.0,1.0,0 days 00:01:38.192000,8.0,0 days 00:01:38.798500,fp2,1038.0,1,0,0,1,2023,conventional,0 days 00:01:32.121000,,
114,TSU,2.0,SOFT,6,9.0,14.0,1.0,0 days 00:01:32.525000,2.0,0 days 00:01:32.622500,fp2,946.5,0,0,1,0,2023,conventional,0 days 00:01:31.400000,0 days 00:01:32.510000,
115,TSU,3.0,SOFT,13,15.0,27.0,1.0,0 days 00:01:38.207000,10.0,0 days 00:01:38.810000,fp2,1043.0,1,0,0,1,2023,conventional,0 days 00:01:31.400000,0 days 00:01:32.510000,
116,ALB,1.0,SOFT,5,1.0,5.0,1.0,0 days 00:01:32.939000,2.0,0 days 00:01:33.082500,fp2,960.0,0,0,1,0,2023,conventional,0 days 00:01:31.461000,,
117,ALB,2.0,SOFT,3,6.0,8.0,1.0,0 days 00:01:32.440000,1.0,0 days 00:01:32.440000,fp2,947.5,0,1,1,0,2023,conventional,0 days 00:01:31.461000,,
118,ALB,3.0,SOFT,5,9.0,13.0,1.0,0 days 00:01:37.387000,4.0,0 days 00:01:37.646500,fp2,1060.0,0,0,0,1,2023,conventional,0 days 00:01:31.461000,,
119,ALB,4.0,HARD,15,14.0,28.0,1.0,0 days 00:01:37.320000,12.0,0 days 00:01:38.050000,fp2,1069.5,1,0,0,1,2023,conventional,0 days 00:01:31.461000,,
120,ZHO,3.0,SOFT,3,9.0,11.0,1.0,0 days 00:01:31.586000,1.0,0 days 00:01:31.586000,fp2,928.0,0,1,1,0,2023,conventional,0 days 00:01:31.615000,0 days 00:01:31.473000,
121,ZHO,4.0,SOFT,3,12.0,14.0,1.0,0 days 00:01:32.982000,1.0,0 days 00:01:32.982000,fp2,978.5,0,0,1,0,2023,conventional,0 days 00:01:31.615000,0 days 00:01:31.473000,
