,Driver,Stint,Compound,LapCount,FirstLap,LastLap,race_number,fastest_laptime,number_quick_laptime,avg_quick_laptime,fp_session,SpeedTotal,high_engine_mode,low_engine_mode,quali_sim,race_sim,year,event_format,q1,q2,q3
73,TSU,4.0,SOFT,5,17.0,21.0,1.0,0 days 00:01:36.931000,2.0,0 days 00:01:37.710500,fp1,1054.5,1,0,0,1,2021,conventional,0 days 00:01:30.607000,0 days 00:01:31.203000,
74,OCO,1.0,HARD,5,1.0,5.0,1.0,0 days 00:01:36.284000,3.0,0 days 00:01:37.014000,fp1,1036.0,1,0,0,1,2021,conventional,0 days 00:01:31.724000,,
75,OCO,2.0,HARD,4,6.0,9.0,1.0,0 days 00:01:36.817000,2.0,0 days 00:01:37.446000,fp1,1024.5,0,0,0,1,2021,conventional,0 days 00:01:31.724000,,
76,OCO,3.0,HARD,5,10.0,14.0,1.0,0 days 00:01:36.720000,3.0,0 days 00:01:38.153000,fp1,1030.5,0,0,0,1,2021,conventional,0 days 00:01:31.724000,,
77,OCO,4.0,SOFT,6,15.0,20.0,1.0,0 days 00:01:33.528000,2.0,0 days 00:01:33.745000,fp1,916.5,0,1,1,0,2021,conventional,0 days 00:01:31.724000,,
78,VER,1.0,SOFT,6,1.0,6.0,1.0,0 days 00:01:32.453000,2.0,0 days 00:01:32.522000,fp1,887.0,0,1,1,0,2021,conventional,0 days 00:01:30.499000,0 days 00:01:30.318000,0 days 00:01:28.997000
79,VER,2.0,SOFT,3,7.0,9.0,1.0,0 days 00:01:33.088000,1.0,0 days 00:01:33.088000,fp1,900.5,1,0,1,0,2021,conventional,0 days 00:01:30.499000,0 days 00:01:30.318000,0 days 00:01:28.997000
80,VER,3.0,SOFT,3,10.0,12.0,1.0,0 days 00:01:31.394000,1.0,0 days 00:01:31.394000,fp1,888.5,0,0,1,0,2021,conventional,0 days 00:01:30.499000,0 days 00:01:30.318000,0 days 00:01:28.997000
81,HAM,1.0,SOFT,3,1.0,3.0,1.0,0 days 00:01:32.844000,1.0,0 days 00:01:32.844000,fp1,767.5,0,1,1,0,2021,conventional,0 days 00:01:30.617000,0 days 00:01:30.085000,0 days 00:01:29.385000
82,HAM,2.0,SOFT,3,4.0,6.0,1.0,0 days 00:01:32.214000,1.0,0 days 00:01:32.214000,fp1,998.0,0,0,1,0,2021,conventional,0 days 00:01:30.617000,0 days 00:01:30.085000,0 days 00:01:29.385000
83,HAM,3.0,SOFT,3,7.0,9.0,1.0,0 days 00:01:33.493000,1.0,0 days 00:01:33.493000,fp1,895.5,0,0,1,0,2021,conventional,0 days 00:01:30.617000,0 days 00:01:30.085000,0 days 00:01:29.385000
84,HAM,4.0,SOFT,3,10.0,12.0,1.0,0 days 00:01:31.921000,1.0,0 days 00:01:31.921000,fp1,804.5,0,0,1,0,2021,conventional,0 days 00:01:30.617000,0 days 00:01:30.085000,0 days 00:01:29.385000
85,HAM,5.0,SOFT,3,13.0,15.0,1.0,0 days 00:01:32.328000,1.0,0 days 00:01:32.328000,fp1,1062.0,1,0,1,0,2021,conventional,0 days 00:01:30.617000,0 days 00:01:30.085000,0 days 00:01:29.385000
86,SAI,2.0,SOFT,6,2.0,7.0,1.0,0 days 00:01:33.557000,2.0,0 days 00:01:33.606500,fp1,849.0,0,1,1,0,2021,conventional,0 days 00:01:31.653000,0 days 00:01:30.009000,0 days 00:01:30.215000
87,SAI,3.0,SOFT,6,8.0,13.0,1.0,0 days 00:01:32.366000,2.0,0 days 00:01:32.745000,fp1,853.5,1,0,1,0,2021,conventional,0 days 00:01:31.653000,0 days 00:01:30.009000,0 days 00:01:30.215000
88,RUS,2.0,SOFT,3,6.0,8.0,1.0,0 days 00:01:34.127000,1.0,0 days 00:01:34.127000,fp1,914.0,0,1,1,0,2021,conventional,0 days 00:01:31.316000,0 days 00:01:33.430000,
89,RUS,5.0,HARD,10,13.0,22.0,1.0,0 days 00:01:39.677000,8.0,0 days 00:01:39.919000,fp1,1039.0,1,0,0,1,2021,conventional,0 days 00:01:31.316000,0 days 00:01:33.430000,
90,BOT,1.0,SOFT,3,1.0,3.0,1.0,0 days 00:01:32.709000,1.0,0 days 00:01:32.709000,fp1,850.0,0,1,1,0,2021,conventional,0 days 00:01:31.200000,0 days 00:01:30.186000,0 days 00:01:29.586000
91,BOT,2.0,SOFT,3,4.0,6.0,1.0,0 days 00:01:33.504000,1.0,0 days 00:01:33.504000,fp1,918.0,0,0,1,0,2021,conventional,0 days 00:01:31.200000,0 days 00:01:30.186000,0 days 00:01:29.586000
92,BOT,3.0,SOFT,5,7.0,11.0,1.0,0 days 00:01:33.194000,1.0,0 days 00:01:33.194000,fp1,1048.0,1,0,1,0,2021,conventional,0 days 00:01:31.200000,0 days 00:01:30.186000,0 days 00:01:29.586000
93,BOT,4.0,SOFT,3,12.0,14.0,1.0,0 days 00:01:31.692000,1.0,0 days 00:01:31.692000,fp1,908.0,0,0,1,0,2021,conventional,0 days 00:01:31.200000,0 days 00:01:30.186000,0 days 00:01:29.586000
94,BOT,5.0,SOFT,3,15.0,17.0,1.0,0 days 00:01:32.392000,1.0,0 days 00:01:32.392000,fp1,948.0,0,0,1,0,2021,conventional,0 days 00:01:31.200000,0 days 00:01:30.186000,0 days 00:01:29.586000
95,GIO,4.0,SOFT,3,10.0,12.0,1.0,0 days 00:01:32.786000,1.0,0 days 00:01:32.786000,fp1,854.0,0,1,1,0,2021,conventional,0 days 00:01:30.998000,0 days 00:01:30.708000,
96,RIC,1.0,MEDIUM,7,1.0,7.0,1.0,0 days 00:01:32.998000,3.0,0 days 00:01:33.079000,fp2,1011.0,0,0,1,0,2021,conventional,0 days 00:01:30.795000,0 days 00:01:30.222000,0 days 00:01:29.927000
97,RIC,2.0,SOFT,3,8.0,10.0,1.0,0 days 00:01:31.230000,1.0,0 days 00:01:31.230000,fp2,967.5,0,1,1,0,2021,conventional,0 days 00:01:30.795000,0 days 00:01:30.222000,0 days 00:01:29.927000
98,RIC,4.0,MEDIUM,11,12.0,22.0,1.0,0 days 00:01:38.190000,8.0,0 days 00:01:38.494500,fp2,1038.5,1,0,0,1,2021,conventional,0 days 00:01:30.795000,0 days 00:01:30.222000,0 days 00:01:29.927000
99,NOR,2.0,SOFT,4,9.0,12.0,1.0,0 days 00:01:30.942000,1.0,0 days 00:01:30.942000,fp2,1023.5,0,0,1,0,2021,conventional,0 days 00:01:30.902000,0 days 00:01:30.099000,0 days 00:01:29.974000
100,NOR,4.0,MEDIUM,12,14.0,25.0,1.0,0 days 00:01:37.976000,10.0,0 days 00:01:38.583500,fp2,1054.0,1,0,0,1,2021,conventional,0 days 00:01:30.902000,0 days 00:01:30.099000,0 days 00:01:29.974000
101,VET,1.0,MEDIUM,6,1.0,6.0,1.0,0 days 00:01:32.823000,2.0,0 days 00:01:32.993000,fp2,879.5,0,1,1,0,2021,conventional,0 days 00:01:32.056000,,
102,VET,2.0,SOFT,6,7.0,12.0,1.0,0 days 00:01:31.769000,2.0,0 days 00:01:32.150500,fp2,897.0,0,0,1,0,2021,conventional,0 days 00:01:32.056000,,
103,VET,3.0,MEDIUM,12,13.0,24.0,1.0,0 days 00:01:38.296000,10.0,0 days 00:01:39.374000,fp2,1032.5,1,0,0,1,2021,conventional,0 days 00:01:32.056000,,
104,LAT,2.0,SOFT,3,6.0,8.0,1.0,0 days 00:01:33.400000,1.0,0 days 00:01:33.400000,fp2,975.0,0,0,1,0,2021,conventional,0 days 00:01:31.936000,,
105,LAT,4.0,SOFT,3,10.0,12.0,1.0,0 days 00:01:39.002000,2.0,0 days 00:01:40.391500,fp2,1032.5,0,0,0,1,2021,conventional,0 days 00:01:31.936000,,
106,LAT,5.0,MEDIUM,16,13.0,28.0,1.0,0 days 00:01:38.858000,14.0,0 days 00:01:39.690000,fp2,1039.0,1,0,0,1,2021,conventional,0 days 00:01:31.936000,,
107,RAI,1.0,MEDIUM,3,1.0,3.0,1.0,0 days 00:01:32.780000,1.0,0 days 00:01:32.780000,fp2,757.5,0,1,1,0,2021,conventional,0 days 00:01:31.547000,0 days 00:01:31.238000,
108,RAI,3.0,SOFT,4,7.0,10.0,1.0,0 days 00:01:31.862000,1.0,0 days 00:01:31.862000,fp2,934.5,0,0,1,0,2021,conventional,0 days 00:01:31.547000,0 days 00:01:31.238000,
109,RAI,4.0,SOFT,3,11.0,13.0,1.0,0 days 00:01:33.108000,1.0,0 days 00:01:33.108000,fp2,995.5,1,0,1,0,2021,conventional,0 days 00:01:31.547000,0 days 00:01:31.238000,
110,RAI,5.0,SOFT,2,14.0,15.0,1.0,0 days 00:01:42.059000,1.0,0 days 00:01:42.059000,fp2,985.0,0,0,0,1,2021,conventional,0 days 00:01:31.547000,0 days 00:01:31.238000,
111,MAZ,1.0,HARD,4,1.0,4.0,1.0,0 days 00:01:36.485000,1.0,0 days 00:01:36.485000,fp2,926.5,0,0,0,1,2021,conventional,0 days 00:01:33.273000,,
112,MAZ,2.0,SOFT,5,5.0,9.0,1.0,0 days 00:01:33.449000,1.0,0 days 00:01:33.449000,fp2,842.0,0,1,1,0,2021,conventional,0 days 00:01:33.273000,,
113,MAZ,4.0,SOFT,9,11.0,19.0,1.0,0 days 00:01:39.525000,5.0,0 days 00:01:41.367000,fp2,1035.5,1,0,0,1,2021,conventional,0 days 00:01:33.273000,,
114,GAS,1.0,MEDIUM,6,1.0,6.0,1.0,0 days 00:01:32.088000,2.0,0 days 00:01:32.221500,fp2,950.0,0,0,1,0,2021,conventional,0 days 00:01:30.848000,0 days 00:01:30.513000,0 days 00:01:29.809000
115,GAS,2.0,SOFT,6,7.0,12.0,1.0,0 days 00:01:31.483000,2.0,0 days 00:01:31.798000,fp2,898.0,0,1,1,0,2021,conventional,0 days 00:01:30.848000,0 days 00:01:30.513000,0 days 00:01:29.809000
116,GAS,3.0,SOFT,10,13.0,22.0,1.0,0 days 00:01:37.170000,7.0,0 days 00:01:38.595000,fp2,1041.0,0,0,0,1,2021,conventional,0 days 00:01:30.848000,0 days 00:01:30.513000,0 days 00:01:29.809000
117,GAS,4.0,MEDIUM,5,23.0,27.0,1.0,0 days 00:01:36.861000,3.0,0 days 00:01:37.419000,fp2,1046.5,1,0,0,1,2021,conventional,0 days 00:01:30.848000,0 days 00:01:30.513000,0 days 00:01:29.809000
118,PER,1.0,MEDIUM,6,1.0,6.0,1.0,0 days 00:01:31.969000,2.0,0 days 00:01:32.031500,fp2,939.5,0,0,1,0,2021,conventional,0 days 00:01:31.165000,0 days 00:01:30.659000,
119,PER,2.0,SOFT,3,7.0,9.0,1.0,0 days 00:01:31.503000,1.0,0 days 00:01:31.503000,fp2,914.0,0,1,1,0,2021,conventional,0 days 00:01:31.165000,0 days 00:01:30.659000,
