,Driver,Stint,Compound,LapCount,FirstLap,LastLap,race_number,fastest_laptime,number_quick_laptime,avg_quick_laptime,fp_session,SpeedTotal,high_engine_mode,low_engine_mode,quali_sim,race_sim,year,event_format,q1,q2,q3
11,NOR,4.0,SOFT,11,15.0,25.0,1.0,0 days 00:01:37,7.0,0 days 00:01:37.512000,fp1,1041.0,1,0,0,1,2024,conventional,0 days 00:01:30.143000,0 days 00:01:29.941000,0 days 00:01:29.614000
12,GAS,3.0,MEDIUM,7,9.0,15.0,1.0,0 days 00:01:35.144000,3.0,0 days 00:01:35.180000,fp1,907.0,0,0,1,0,2024,conventional,0 days 00:01:30.948000,,
13,GAS,4.0,MEDIUM,9,16.0,24.0,1.0,0 days 00:01:39.881000,6.0,0 days 00:01:40.176000,fp1,1011.0,1,0,0,1,2024,conventional,0 days 00:01:30.948000,,
14,PER,1.0,MEDIUM,3,1.0,3.0,1.0,0 days 00:01:35.093000,1.0,0 days 00:01:35.093000,fp1,784.5,0,1,1,0,2024,conventional,0 days 00:01:30.221000,0 days 00:01:29.932000,0 days 00:01:29.537000
15,PER,2.0,MEDIUM,6,4.0,9.0,1.0,0 days 00:01:33.912000,2.0,0 days 00:01:33.948000,fp1,857.5,0,0,1,0,2024,conventional,0 days 00:01:30.221000,0 days 00:01:29.932000,0 days 00:01:29.537000
16,PER,3.0,MEDIUM,3,10.0,12.0,1.0,0 days 00:01:33.413000,1.0,0 days 00:01:33.413000,fp1,797.5,0,0,1,0,2024,conventional,0 days 00:01:30.221000,0 days 00:01:29.932000,0 days 00:01:29.537000
17,PER,4.0,MEDIUM,3,13.0,15.0,1.0,0 days 00:01:33.460000,1.0,0 days 00:01:33.460000,fp1,883.5,0,0,1,0,2024,conventional,0 days 00:01:30.221000,0 days 00:01:29.932000,0 days 00:01:29.537000
18,PER,5.0,MEDIUM,9,16.0,24.0,1.0,0 days 00:01:37.982000,6.0,0 days 00:01:38.281000,fp1,1037.5,1,0,0,1,2024,conventional,0 days 00:01:30.221000,0 days 00:01:29.932000,0 days 00:01:29.537000
19,ALO,2.0,MEDIUM,6,2.0,7.0,1.0,0 days 00:01:33.929000,2.0,0 days 00:01:34.168000,fp1,925.5,1,0,1,0,2024,conventional,0 days 00:01:30.179000,0 days 00:01:29.801000,0 days 00:01:29.542000
20,ALO,3.0,MEDIUM,4,8.0,11.0,1.0,0 days 00:01:34.199000,1.0,0 days 00:01:34.199000,fp1,874.5,0,1,1,0,2024,conventional,0 days 00:01:30.179000,0 days 00:01:29.801000,0 days 00:01:29.542000
21,ALO,4.0,MEDIUM,9,12.0,20.0,1.0,0 days 00:01:33.193000,3.0,0 days 00:01:33.728000,fp1,925.0,0,0,1,0,2024,conventional,0 days 00:01:30.179000,0 days 00:01:29.801000,0 days 00:01:29.542000
22,LEC,1.0,MEDIUM,6,1.0,6.0,1.0,0 days 00:01:34.066000,2.0,0 days 00:01:34.371000,fp1,961.5,0,0,1,0,2024,conventional,0 days 00:01:30.243000,0 days 00:01:29.165000,0 days 00:01:29.407000
23,LEC,2.0,MEDIUM,3,7.0,9.0,1.0,0 days 00:01:34.309000,1.0,0 days 00:01:34.309000,fp1,915.0,0,1,1,0,2024,conventional,0 days 00:01:30.243000,0 days 00:01:29.165000,0 days 00:01:29.407000
24,LEC,3.0,MEDIUM,6,10.0,15.0,1.0,0 days 00:01:33.268000,1.0,0 days 00:01:33.268000,fp1,977.0,0,0,1,0,2024,conventional,0 days 00:01:30.243000,0 days 00:01:29.165000,0 days 00:01:29.407000
25,LEC,4.0,MEDIUM,9,16.0,24.0,1.0,0 days 00:01:36.776000,6.0,0 days 00:01:37.877500,fp1,1040.5,1,0,0,1,2024,conventional,0 days 00:01:30.243000,0 days 00:01:29.165000,0 days 00:01:29.407000
26,STR,1.0,MEDIUM,7,1.0,7.0,1.0,0 days 00:01:34.664000,3.0,0 days 00:01:35.344000,fp1,922.5,0,0,1,0,2024,conventional,0 days 00:01:29.965000,0 days 00:01:30.200000,
27,STR,2.0,MEDIUM,4,8.0,11.0,1.0,0 days 00:01:34.976000,1.0,0 days 00:01:34.976000,fp1,915.0,0,1,1,0,2024,conventional,0 days 00:01:29.965000,0 days 00:01:30.200000,
28,STR,3.0,MEDIUM,9,12.0,20.0,1.0,0 days 00:01:33.868000,3.0,0 days 00:01:33.936000,fp1,1000.5,1,0,1,0,2024,conventional,0 days 00:01:29.965000,0 days 00:01:30.200000,
29,TSU,1.0,MEDIUM,9,1.0,9.0,1.0,0 days 00:01:34.773000,3.0,0 days 00:01:34.960000,fp1,933.5,0,0,1,0,2024,conventional,0 days 00:01:30.481000,0 days 00:01:30.129000,
30,TSU,2.0,SOFT,6,10.0,15.0,1.0,0 days 00:01:33.183000,2.0,0 days 00:01:33.399000,fp1,915.0,0,1,1,0,2024,conventional,0 days 00:01:30.481000,0 days 00:01:30.129000,
31,TSU,3.0,SOFT,9,16.0,24.0,1.0,0 days 00:01:38.344000,6.0,0 days 00:01:38.590000,fp1,1027.0,1,0,0,1,2024,conventional,0 days 00:01:30.481000,0 days 00:01:30.129000,
32,ALB,3.0,MEDIUM,8,2.0,9.0,1.0,0 days 00:01:34.820000,3.0,0 days 00:01:34.884000,fp1,973.0,1,0,1,0,2024,conventional,0 days 00:01:30.397000,0 days 00:01:30.221000,
33,ALB,4.0,MEDIUM,8,10.0,17.0,1.0,0 days 00:01:33.583000,3.0,0 days 00:01:34.336000,fp1,950.5,0,1,1,0,2024,conventional,0 days 00:01:30.397000,0 days 00:01:30.221000,
34,ZHO,3.0,SOFT,3,8.0,10.0,1.0,0 days 00:01:33.923000,1.0,0 days 00:01:33.923000,fp1,880.5,0,0,1,0,2024,conventional,0 days 00:01:30.757000,,
35,ZHO,4.0,SOFT,3,11.0,13.0,1.0,0 days 00:01:35.233000,1.0,0 days 00:01:35.233000,fp1,1035.5,1,0,1,0,2024,conventional,0 days 00:01:30.757000,,
36,ZHO,5.0,SOFT,3,14.0,16.0,1.0,0 days 00:01:43.333000,1.0,0 days 00:01:43.333000,fp1,857.5,0,1,0,1,2024,conventional,0 days 00:01:30.757000,,
37,OCO,1.0,MEDIUM,7,1.0,7.0,1.0,0 days 00:01:35.160000,3.0,0 days 00:01:35.383000,fp1,919.5,0,0,1,0,2024,conventional,0 days 00:01:30.793000,,
38,OCO,3.0,MEDIUM,6,9.0,14.0,1.0,0 days 00:01:34.807000,2.0,0 days 00:01:35.029500,fp1,892.0,0,1,1,0,2024,conventional,0 days 00:01:30.793000,,
39,OCO,4.0,MEDIUM,7,15.0,21.0,1.0,0 days 00:01:38.934000,4.0,0 days 00:01:39.046500,fp1,1008.0,1,0,0,1,2024,conventional,0 days 00:01:30.793000,,
40,HAM,1.0,MEDIUM,4,1.0,4.0,1.0,0 days 00:01:34.630000,1.0,0 days 00:01:34.630000,fp1,864.5,0,0,1,0,2024,conventional,0 days 00:01:30.451000,0 days 00:01:29.718000,0 days 00:01:29.710000
41,HAM,2.0,MEDIUM,3,5.0,7.0,1.0,0 days 00:01:33.925000,1.0,0 days 00:01:33.925000,fp1,928.5,0,0,1,0,2024,conventional,0 days 00:01:30.451000,0 days 00:01:29.718000,0 days 00:01:29.710000
42,HAM,3.0,MEDIUM,3,8.0,10.0,1.0,0 days 00:01:33.302000,1.0,0 days 00:01:33.302000,fp1,866.0,0,0,1,0,2024,conventional,0 days 00:01:30.451000,0 days 00:01:29.718000,0 days 00:01:29.710000
43,HAM,4.0,MEDIUM,9,11.0,19.0,1.0,0 days 00:01:37.530000,7.0,0 days 00:01:37.983000,fp1,1044.5,1,0,0,1,2024,conventional,0 days 00:01:30.451000,0 days 00:01:29.718000,0 days 00:01:29.710000
44,SAI,1.0,MEDIUM,5,1.0,5.0,1.0,0 days 00:01:34.544000,2.0,0 days 00:01:34.921500,fp1,849.5,0,1,1,0,2024,conventional,0 days 00:01:29.909000,0 days 00:01:29.573000,0 days 00:01:29.507000
45,SAI,2.0,MEDIUM,4,6.0,9.0,1.0,0 days 00:01:34.384000,1.0,0 days 00:01:34.384000,fp1,888.0,0,0,1,0,2024,conventional,0 days 00:01:29.909000,0 days 00:01:29.573000,0 days 00:01:29.507000
46,SAI,3.0,MEDIUM,2,10.0,11.0,1.0,0 days 00:01:36.803000,1.0,0 days 00:01:36.803000,fp1,947.5,0,0,0,1,2024,conventional,0 days 00:01:29.909000,0 days 00:01:29.573000,0 days 00:01:29.507000
47,SAI,4.0,MEDIUM,6,12.0,17.0,1.0,0 days 00:01:33.385000,1.0,0 days 00:01:33.385000,fp1,923.5,0,0,1,0,2024,conventional,0 days 00:01:29.909000,0 days 00:01:29.573000,0 days 00:01:29.507000
48,SAI,5.0,MEDIUM,9,18.0,26.0,1.0,0 days 00:01:37.232000,6.0,0 days 00:01:37.745000,fp1,1033.5,1,0,0,1,2024,conventional,0 days 00:01:29.909000,0 days 00:01:29.573000,0 days 00:01:29.507000
49,RUS,1.0,MEDIUM,9,1.0,9.0,1.0,0 days 00:01:33.749000,2.0,0 days 00:01:34.206500,fp1,921.0,0,1,1,0,2024,conventional,0 days 00:01:30.350000,0 days 00:01:29.922000,0 days 00:01:29.485000
50,RUS,2.0,MEDIUM,6,10.0,15.0,1.0,0 days 00:01:33.251000,2.0,0 days 00:01:33.259500,fp1,1017.5,0,0,1,0,2024,conventional,0 days 00:01:30.350000,0 days 00:01:29.922000,0 days 00:01:29.485000
51,RUS,3.0,MEDIUM,10,16.0,25.0,1.0,0 days 00:01:38.014000,7.0,0 days 00:01:38.425000,fp1,1038.0,1,0,0,1,2024,conventional,0 days 00:01:30.350000,0 days 00:01:29.922000,0 days 00:01:29.485000
52,BOT,2.0,MEDIUM,7,2.0,8.0,1.0,0 days 00:01:34.907000,3.0,0 days 00:01:35.453000,fp1,972.5,1,0,1,0,2024,conventional,0 days 00:01:30.756000,,
53,BOT,4.0,SOFT,6,10.0,15.0,1.0,0 days 00:01:33.354000,2.0,0 days 00:01:33.491000,fp1,925.0,0,1,1,0,2024,conventional,0 days 00:01:30.756000,,
54,BOT,5.0,SOFT,6,16.0,21.0,1.0,0 days 00:01:33.698000,2.0,0 days 00:01:33.777000,fp1,964.5,0,0,1,0,2024,conventional,0 days 00:01:30.756000,,
55,PIA,1.0,MEDIUM,6,1.0,6.0,1.0,0 days 00:01:34.991000,2.0,0 days 00:01:35.303500,fp1,976.0,0,0,1,0,2024,conventional,0 days 00:01:30.531000,0 days 00:01:30.122000,0 days 00:01:29.683000
56,PIA,2.0,SOFT,5,7.0,11.0,1.0,0 days 00:01:33.113000,1.0,0 days 00:01:33.113000,fp1,816.5,0,1,1,0,2024,conventional,0 days 00:01:30.531000,0 days 00:01:30.122000,0 days 00:01:29.683000
57,PIA,3.0,MEDIUM,14,12.0,25.0,1.0,0 days 00:01:38.441000,11.0,0 days 00:01:38.619000,fp1,1047.5,1,0,0,1,2024,conventional,0 days 00:01:30.531000,0 days 00:01:30.122000,0 days 00:01:29.683000
58,VER,1.0,MEDIUM,3,1.0,3.0,1.0,0 days 00:01:33.900000,1.0,0 days 00:01:33.900000,fp1,849.5,0,1,1,0,2024,conventional,0 days 00:01:30.031000,0 days 00:01:29.374000,0 days 00:01:29.179000
59,VER,2.0,MEDIUM,3,4.0,6.0,1.0,0 days 00:01:33.535000,1.0,0 days 00:01:33.535000,fp1,994.5,0,0,1,0,2024,conventional,0 days 00:01:30.031000,0 days 00:01:29.374000,0 days 00:01:29.179000
60,VER,3.0,MEDIUM,6,7.0,12.0,1.0,0 days 00:01:33.238000,1.0,0 days 00:01:33.238000,fp1,888.5,0,0,1,0,2024,conventional,0 days 00:01:30.031000,0 days 00:01:29.374000,0 days 00:01:29.179000
61,VER,4.0,MEDIUM,9,13.0,21.0,1.0,0 days 00:01:37.576000,6.0,0 days 00:01:37.767500,fp1,1033.0,1,0,0,1,2024,conventional,0 days 00:01:30.031000,0 days 00:01:29.374000,0 days 00:01:29.179000
62,SAR,2.0,MEDIUM,8,9.0,16.0,1.0,0 days 00:01:34.213000,3.0,0 days 00:01:34.717000,fp1,1027.0,0,0,1,0,2024,conventional,0 days 00:01:30.770000,,
63,RIC,1.0,MEDIUM,10,1.0,10.0,1.0,0 days 00:01:34.670000,4.0,0 days 00:01:35.005500,fp1,972.0,0,0,1,0,2024,conventional,0 days 00:01:30.562000,0 days 00:01:30.278000,
64,RIC,2.0,SOFT,3,11.0,13.0,1.0,0 days 00:01:32.869000,1.0,0 days 00:01:32.869000,fp1,803.5,0,1,1,0,2024,conventional,0 days 00:01:30.562000,0 days 00:01:30.278000,
65,RIC,4.0,SOFT,9,15.0,23.0,1.0,0 days 00:01:38.245000,6.0,0 days 00:01:38.308500,fp1,1025.0,1,0,0,1,2024,conventional,0 days 00:01:30.562000,0 days 00:01:30.278000,
66,NOR,1.0,MEDIUM,7,1.0,7.0,1.0,0 days 00:01:34.506000,3.0,0 days 00:01:35.354000,fp1,909.0,0,0,1,0,2024,conventional,0 days 00:01:30.143000,0 days 00:01:29.941000,0 days 00:01:29.614000
67,NOR,2.0,MEDIUM,2,8.0,9.0,1.0,0 days 00:01:39.687000,1.0,0 days 00:01:39.687000,fp1,927.0,0,0,0,1,2024,conventional,0 days 00:01:30.143000,0 days 00:01:29.941000,0 days 00:01:29.614000
68,NOR,3.0,SOFT,5,10.0,14.0,1.0,0 days 00:01:32.901000,1.0,0 days 00:01:32.901000,fp1,808.5,0,1,1,0,2024,conventional,0 days 00:01:30.143000,0 days 00:01:29.941000,0 days 00:01:29.614000
69,NOR,4.0,SOFT,11,15.0,25.0,1.0,0 days 00:01:37,7.0,0 days 00:01:37.512000,fp1,1041.0,1,0,0,1,2024,conventional,0 days 00:01:30.143000,0 days 00:01:29.941000,0 days 00:01:29.614000
70,GAS,3.0,MEDIUM,7,9.0,15.0,1.0,0 days 00:01:35.144000,3.0,0 days 00:01:35.180000,fp1,907.0,0,0,1,0,2024,conventional,0 days 00:01:30.948000,,
71,GAS,4.0,MEDIUM,9,16.0,24.0,1.0,0 days 00:01:39.881000,6.0,0 days 00:01:40.176000,fp1,1011.0,1,0,0,1,2024,conventional,0 days 00:01:30.948000,,
72,PER,1.0,MEDIUM,3,1.0,3.0,1.0,0 days 00:01:35.093000,1.0,0 days 00:01:35.093000,fp1,784.5,0,1,1,0,2024,conventional,0 days 00:01:30.221000,0 days 00:01:29.932000,0 days 00:01:29.537000
73,PER,2.0,MEDIUM,6,4.0,9.0,1.0,0 days 00:01:33.912000,2.0,0 days 00:01:33.948000,fp1,857.5,0,0,1,0,2024,conventional,0 days 00:01:30.221000,0 days 00:01:29.932000,0 days 00:01:29.537000
74,PER,3.0,MEDIUM,3,10.0,12.0,1.0,0 days 00:01:33.413000,1.0,0 days 00:01:33.413000,fp1,797.5,0,0,1,0,2024,conventional,0 days 00:01:30.221000,0 days 00:01:29.932000,0 days 00:01:29.537000
75,PER,4.0,MEDIUM,3,13.0,15.0,1.0,0 days 00:01:33.460000,1.0,0 days 00:01:33.460000,fp1,883.5,0,0,1,0,2024,conventional,0 days 00:01:30.221000,0 days 00:01:29.932000,0 days 00:01:29.537000
76,PER,5.0,MEDIUM,9,16.0,24.0,1.0,0 days 00:01:37.982000,6.0,0 days 00:01:38.281000,fp1,1037.5,1,0,0,1,2024,conventional,0 days 00:01:30.221000,0 days 00:01:29.932000,0 days 00:01:29.537000
77,ALO,2.0,MEDIUM,6,2.0,7.0,1.0,0 days 00:01:33.929000,2.0,0 days 00:01:34.168000,fp1,925.5,1,0,1,0,2024,conventional,0 days 00:01:30.179000,0 days 00:01:29.801000,0 days 00:01:29.542000
78,ALO,3.0,MEDIUM,4,8.0,11.0,1.0,0 days 00:01:34.199000,1.0,0 days 00:01:34.199000,fp1,874.5,0,1,1,0,2024,conventional,0 days 00:01:30.179000,0 days 00:01:29.801000,0 days 00:01:29.542000
79,ALO,4.0,MEDIUM,9,12.0,20.0,1.0,0 days 00:01:33.193000,3.0,0 days 00:01:33.728000,fp1,925.0,0,0,1,0,2024,conventional,0 days 00:01:30.179000,0 days 00:01:29.801000,0 days 00:01:29.542000
80,LEC,1.0,MEDIUM,6,1.0,6.0,1.0,0 days 00:01:34.066000,2.0,0 days 00:01:34.371000,fp1,961.5,0,0,1,0,2024,conventional,0 days 00:01:30.243000,0 days 00:01:29.165000,0 days 00:01:29.407000
81,LEC,2.0,MEDIUM,3,7.0,9.0,1.0,0 days 00:01:34.309000,1.0,0 days 00:01:34.309000,fp1,915.0,0,1,1,0,2024,conventional,0 days 00:01:30.243000,0 days 00:01:29.165000,0 days 00:01:29.407000
82,LEC,3.0,MEDIUM,6,10.0,15.0,1.0,0 days 00:01:33.268000,1.0,0 days 00:01:33.268000,fp1,977.0,0,0,1,0,2024,conventional,0 days 00:01:30.243000,0 days 00:01:29.165000,0 days 00:01:29.407000
83,LEC,4.0,MEDIUM,9,16.0,24.0,1.0,0 days 00:01:36.776000,6.0,0 days 00:01:37.877500,fp1,1040.5,1,0,0,1,2024,conventional,0 days 00:01:30.243000,0 days 00:01:29.165000,0 days 00:01:29.407000
84,STR,1.0,MEDIUM,7,1.0,7.0,1.0,0 days 00:01:34.664000,3.0,0 days 00:01:35.344000,fp1,922.5,0,0,1,0,2024,conventional,0 days 00:01:29.965000,0 days 00:01:30.200000,
85,STR,2.0,MEDIUM,4,8.0,11.0,1.0,0 days 00:01:34.976000,1.0,0 days 00:01:34.976000,fp1,915.0,0,1,1,0,2024,conventional,0 days 00:01:29.965000,0 days 00:01:30.200000,
86,STR,3.0,MEDIUM,9,12.0,20.0,1.0,0 days 00:01:33.868000,3.0,0 days 00:01:33.936000,fp1,1000.5,1,0,1,0,2024,conventional,0 days 00:01:29.965000,0 days 00:01:30.200000,
87,TSU,1.0,MEDIUM,9,1.0,9.0,1.0,0 days 00:01:34.773000,3.0,0 days 00:01:34.960000,fp1,933.5,0,0,1,0,2024,conventional,0 days 00:01:30.481000,0 days 00:01:30.129000,
88,TSU,2.0,SOFT,6,10.0,15.0,1.0,0 days 00:01:33.183000,2.0,0 days 00:01:33.399000,fp1,915.0,0,1,1,0,2024,conventional,0 days 00:01:30.481000,0 days 00:01:30.129000,
89,TSU,3.0,SOFT,9,16.0,24.0,1.0,0 days 00:01:38.344000,6.0,0 days 00:01:38.590000,fp1,1027.0,1,0,0,1,2024,conventional,0 days 00:01:30.481000,0 days 00:01:30.129000,
90,ALB,3.0,MEDIUM,8,2.0,9.0,1.0,0 days 00:01:34.820000,3.0,0 days 00:01:34.884000,fp1,973.0,1,0,1,0,2024,conventional,0 days 00:01:30.397000,0 days 00:01:30.221000,
91,ALB,4.0,MEDIUM,8,10.0,17.0,1.0,0 days 00:01:33.583000,3.0,0 days 00:01:34.336000,fp1,950.5,0,1,1,0,2024,conventional,0 days 00:01:30.397000,0 days 00:01:30.221000,
92,ZHO,3.0,SOFT,3,8.0,10.0,1.0,0 days 00:01:33.923000,1.0,0 days 00:01:33.923000,fp1,880.5,0,0,1,0,2024,conventional,0 days 00:01:30.757000,,
93,ZHO,4.0,SOFT,3,11.0,13.0,1.0,0 days 00:01:35.233000,1.0,0 days 00:01:35.233000,fp1,1035.5,1,0,1,0,2024,conventional,0 days 00:01:30.757000,,
94,ZHO,5.0,SOFT,3,14.0,16.0,1.0,0 days 00:01:43.333000,1.0,0 days 00:01:43.333000,fp1,857.5,0,1,0,1,2024,conventional,0 days 00:01:30.757000,,
95,OCO,1.0,MEDIUM,7,1.0,7.0,1.0,0 days 00:01:35.160000,3.0,0 days 00:01:35.383000,fp1,919.5,0,0,1,0,2024,conventional,0 days 00:01:30.793000,,
96,OCO,3.0,MEDIUM,6,9.0,14.0,1.0,0 days 00:01:34.807000,2.0,0 days 00:01:35.029500,fp1,892.0,0,1,1,0,2024,conventional,0 days 00:01:30.793000,,
97,OCO,4.0,MEDIUM,7,15.0,21.0,1.0,0 days 00:01:38.934000,4.0,0 days 00:01:39.046500,fp1,1008.0,1,0,0,1,2024,conventional,0 days 00:01:30.793000,,
98,HAM,1.0,MEDIUM,4,1.0,4.0,1.0,0 days 00:01:34.630000,1.0,0 days 00:01:34.630000,fp1,864.5,0,0,1,0,2024,conventional,0 days 00:01:30.451000,0 days 00:01:29.718000,0 days 00:01:29.710000
99,HAM,2.0,MEDIUM,3,5.0,7.0,1.0,0 days 00:01:33.925000,1.0,0 days 00:01:33.925000,fp1,928.5,0,0,1,0,2024,conventional,0 days 00:01:30.451000,0 days 00:01:29.718000,0 days 00:01:29.710000
100,HAM,3.0,MEDIUM,3,8.0,10.0,1.0,0 days 00:01:33.302000,1.0,0 days 00:01:33.302000,fp1,866.0,0,0,1,0,2024,conventional,0 days 00:01:30.451000,0 days 00:01:29.718000,0 days 00:01:29.710000
101,HAM,4.0,MEDIUM,9,11.0,19.0,1.0,0 days 00:01:37.530000,7.0,0 days 00:01:37.983000,fp1,1044.5,1,0,0,1,2024,conventional,0 days 00:01:30.451000,0 days 00:01:29.718000,0 days 00:01:29.710000
102,SAI,1.0,MEDIUM,5,1.0,5.0,1.0,0 days 00:01:34.544000,2.0,0 days 00:01:34.921500,fp1,849.5,0,1,1,0,2024,conventional,0 days 00:01:29.909000,0 days 00:01:29.573000,0 days 00:01:29.507000
103,SAI,2.0,MEDIUM,4,6.0,9.0,1.0,0 days 00:01:34.384000,1.0,0 days 00:01:34.384000,fp1,888.0,0,0,1,0,2024,conventional,0 days 00:01:29.909000,0 days 00:01:29.573000,0 days 00:01:29.507000
104,SAI,3.0,MEDIUM,2,10.0,11.0,1.0,0 days 00:01:36.803000,1.0,0 days 00:01:36.803000,fp1,947.5,0,0,0,1,2024,conventional,0 days 00:01:29.909000,0 days 00:01:29.573000,0 days 00:01:29.507000
105,SAI,4.0,MEDIUM,6,12.0,17.0,1.0,0 days 00:01:33.385000,1.0,0 days 00:01:33.385000,fp1,923.5,0,0,1,0,2024,conventional,0 days 00:01:29.909000,0 days 00:01:29.573000,0 days 00:01:29.507000
106,SAI,5.0,MEDIUM,9,18.0,26.0,1.0,0 days 00:01:37.232000,6.0,0 days 00:01:37.745000,fp1,1033.5,1,0,0,1,2024,conventional,0 days 00:01:29.909000,0 days 00:01:29.573000,0 days 00:01:29.507000
107,RUS,1.0,MEDIUM,9,1.0,9.0,1.0,0 days 00:01:33.749000,2.0,0 days 00:01:34.206500,fp1,921.0,0,1,1,0,2024,conventional,0 days 00:01:30.350000,0 days 00:01:29.922000,0 days 00:01:29.485000
108,RUS,2.0,MEDIUM,6,10.0,15.0,1.0,0 days 00:01:33.251000,2.0,0 days 00:01:33.259500,fp1,1017.5,0,0,1,0,2024,conventional,0 days 00:01:30.350000,0 days 00:01:29.922000,0 days 00:01:29.485000
109,RUS,3.0,MEDIUM,10,16.0,25.0,1.0,0 days 00:01:38.014000,7.0,0 days 00:01:38.425000,fp1,1038.0,1,0,0,1,2024,conventional,0 days 00:01:30.350000,0 days 00:01:29.922000,0 days 00:01:29.485000
110,BOT,2.0,MEDIUM,7,2.0,8.0,1.0,0 days 00:01:34.907000,3.0,0 days 00:01:35.453000,fp1,972.5,1,0,1,0,2024,conventional,0 days 00:01:30.756000,,
111,BOT,4.0,SOFT,6,10.0,15.0,1.0,0 days 00:01:33.354000,2.0,0 days 00:01:33.491000,fp1,925.0,0,1,1,0,2024,conventional,0 days 00:01:30.756000,,
112,BOT,5.0,SOFT,6,16.0,21.0,1.0,0 days 00:01:33.698000,2.0,0 days 00:01:33.777000,fp1,964.5,0,0,1,0,2024,conventional,0 days 00:01:30.756000,,
113,PIA,1.0,MEDIUM,6,1.0,6.0,1.0,0 days 00:01:34.991000,2.0,0 days 00:01:35.303500,fp1,976.0,0,0,1,0,2024,conventional,0 days 00:01:30.531000,0 days 00:01:30.122000,0 days 00:01:29.683000
114,PIA,2.0,SOFT,5,7.0,11.0,1.0,0 days 00:01:33.113000,1.0,0 days 00:01:33.113000,fp1,816.5,0,1,1,0,2024,conventional,0 days 00:01:30.531000,0 days 00:01:30.122000,0 days 00:01:29.683000
115,PIA,3.0,MEDIUM,14,12.0,25.0,1.0,0 days 00:01:38.441000,11.0,0 days 00:01:38.619000,fp1,1047.5,1,0,0,1,2024,conventional,0 days 00:01:30.531000,0 days 00:01:30.122000,0 days 00:01:29.683000
116,VER,1.0,SOFT,6,1.0,6.0,1.0,0 days 00:01:31.161000,2.0,0 days 00:01:31.216000,fp2,967.0,0,0,1,0,2024,conventional,0 days 00:01:30.031000,0 days 00:01:29.374000,0 days 00:01:29.179000
117,VER,2.0,SOFT,3,7.0,9.0,1.0,0 days 00:01:30.851000,1.0,0 days 00:01:30.851000,fp2,909.5,0,1,1,0,2024,conventional,0 days 00:01:30.031000,0 days 00:01:29.374000,0 days 00:01:29.179000
118,VER,3.0,SOFT,16,10.0,25.0,1.0,0 days 00:01:36.499000,11.0,0 days 00:01:36.645000,fp2,1047.5,1,0,0,1,2024,conventional,0 days 00:01:30.031000,0 days 00:01:29.374000,0 days 00:01:29.179000
