,Driver,Stint,Compound,LapCount,FirstLap,LastLap,race_number,fastest_laptime,number_quick_laptime,avg_quick_laptime,fp_session,SpeedTotal,high_engine_mode,low_engine_mode,quali_sim,race_sim,year,event_format,q1,q2,q3
28,ALB,4.0,SOFT,5,10.0,14.0,1.0,0 days 00:01:35.923000,2.0,0 days 00:01:35.986500,fp1,927.5,0,0,1,0,2022,conventional,0 days 00:01:32.726000,0 days 00:01:32.664000,
29,ZHO,1.0,HARD,3,1.0,3.0,1.0,0 days 00:01:43.386000,1.0,0 days 00:01:43.386000,fp1,899.0,0,1,0,1,2022,conventional,0 days 00:01:32.493000,0 days 00:01:33.543000,
30,ZHO,2.0,HARD,9,4.0,12.0,1.0,0 days 00:01:37.656000,5.0,0 days 00:01:38.265000,fp1,1032.0,1,0,0,1,2022,conventional,0 days 00:01:32.493000,0 days 00:01:33.543000,
31,ZHO,4.0,SOFT,7,14.0,20.0,1.0,0 days 00:01:35.053000,2.0,0 days 00:01:35.390500,fp1,928.0,0,0,1,0,2022,conventional,0 days 00:01:32.493000,0 days 00:01:33.543000,
32,HUL,1.0,HARD,4,1.0,4.0,1.0,0 days 00:01:39.950000,2.0,0 days 00:01:41.206500,fp1,1003.0,0,0,0,1,2022,conventional,0 days 00:01:32.777000,,
33,HUL,2.0,HARD,6,5.0,10.0,1.0,0 days 00:01:38.707000,4.0,0 days 00:01:39.348000,fp1,1047.5,1,0,0,1,2022,conventional,0 days 00:01:32.777000,,
34,HUL,3.0,SOFT,13,11.0,23.0,1.0,0 days 00:01:35.815000,4.0,0 days 00:01:36.416000,fp1,900.0,0,1,1,0,2022,conventional,0 days 00:01:32.777000,,
35,OCO,2.0,SOFT,5,3.0,7.0,1.0,0 days 00:01:35.417000,2.0,0 days 00:01:35.596500,fp1,1023.5,1,0,1,0,2022,conventional,0 days 00:01:32.041000,0 days 00:01:31.782000,
36,OCO,3.0,SOFT,5,8.0,12.0,1.0,0 days 00:01:35.151000,2.0,0 days 00:01:35.173500,fp1,948.5,0,0,1,0,2022,conventional,0 days 00:01:32.041000,0 days 00:01:31.782000,
37,HAM,1.0,MEDIUM,4,1.0,4.0,1.0,0 days 00:01:38.128000,1.0,0 days 00:01:38.128000,fp1,858.5,0,0,0,1,2022,conventional,0 days 00:01:32.285000,0 days 00:01:31.048000,0 days 00:01:31.238000
38,HAM,2.0,MEDIUM,4,5.0,8.0,1.0,0 days 00:01:36.367000,1.0,0 days 00:01:36.367000,fp1,977.0,1,0,1,0,2022,conventional,0 days 00:01:32.285000,0 days 00:01:31.048000,0 days 00:01:31.238000
39,HAM,3.0,MEDIUM,2,9.0,10.0,1.0,0 days 00:01:42.480000,1.0,0 days 00:01:42.480000,fp1,932.5,0,0,0,1,2022,conventional,0 days 00:01:32.285000,0 days 00:01:31.048000,0 days 00:01:31.238000
40,HAM,4.0,SOFT,4,11.0,14.0,1.0,0 days 00:01:34.943000,1.0,0 days 00:01:34.943000,fp1,907.0,0,0,1,0,2022,conventional,0 days 00:01:32.285000,0 days 00:01:31.048000,0 days 00:01:31.238000
41,SAI,1.0,HARD,3,1.0,3.0,1.0,0 days 00:01:38.745000,1.0,0 days 00:01:38.745000,fp1,976.0,0,0,0,1,2022,conventional,0 days 00:01:31.567000,0 days 00:01:30.787000,0 days 00:01:30.687000
42,SAI,3.0,MEDIUM,6,11.0,16.0,1.0,0 days 00:01:34.611000,1.0,0 days 00:01:34.611000,fp1,962.5,0,0,1,0,2022,conventional,0 days 00:01:31.567000,0 days 00:01:30.787000,0 days 00:01:30.687000
43,SAI,4.0,MEDIUM,4,17.0,20.0,1.0,0 days 00:01:37.012000,1.0,0 days 00:01:37.012000,fp1,1004.0,0,0,1,0,2022,conventional,0 days 00:01:31.567000,0 days 00:01:30.787000,0 days 00:01:30.687000
44,RUS,1.0,MEDIUM,4,1.0,4.0,1.0,0 days 00:01:38.420000,1.0,0 days 00:01:38.420000,fp1,962.0,0,1,0,1,2022,conventional,0 days 00:01:32.269000,0 days 00:01:31.252000,0 days 00:01:32.216000
45,RUS,3.0,SOFT,3,11.0,13.0,1.0,0 days 00:01:34.629000,1.0,0 days 00:01:34.629000,fp1,1010.5,0,0,1,0,2022,conventional,0 days 00:01:32.269000,0 days 00:01:31.252000,0 days 00:01:32.216000
46,RUS,4.0,SOFT,3,14.0,16.0,1.0,0 days 00:01:35.589000,1.0,0 days 00:01:35.589000,fp1,991.5,0,0,1,0,2022,conventional,0 days 00:01:32.269000,0 days 00:01:31.252000,0 days 00:01:32.216000
47,RUS,5.0,SOFT,7,17.0,23.0,1.0,0 days 00:01:34.964000,2.0,0 days 00:01:35.086500,fp1,979.0,0,0,1,0,2022,conventional,0 days 00:01:32.269000,0 days 00:01:31.252000,0 days 00:01:32.216000
48,BOT,2.0,SOFT,1,2.0,2.0,1.0,0 days 00:02:54.015000,1.0,0 days 00:02:54.015000,fp1,,0,0,0,1,2022,conventional,0 days 00:01:31.919000,0 days 00:01:31.717000,0 days 00:01:31.560000
49,VER,1.0,HARD,3,1.0,3.0,1.0,0 days 00:01:37.766000,1.0,0 days 00:01:37.766000,fp1,881.5,0,1,0,1,2022,conventional,0 days 00:01:31.785000,0 days 00:01:30.757000,0 days 00:01:30.681000
50,VER,2.0,MEDIUM,5,4.0,8.0,1.0,0 days 00:01:34.742000,2.0,0 days 00:01:34.762500,fp1,1008.0,0,0,1,0,2022,conventional,0 days 00:01:31.785000,0 days 00:01:30.757000,0 days 00:01:30.681000
51,VER,4.0,MEDIUM,13,10.0,22.0,1.0,0 days 00:01:38.702000,10.0,0 days 00:01:39.125000,fp1,1027.0,1,0,0,1,2022,conventional,0 days 00:01:31.785000,0 days 00:01:30.757000,0 days 00:01:30.681000
52,RIC,1.0,SOFT,3,1.0,3.0,1.0,0 days 00:01:36.918000,1.0,0 days 00:01:36.918000,fp1,1024.5,1,0,1,0,2022,conventional,0 days 00:01:32.945000,,
53,RIC,2.0,SOFT,7,4.0,10.0,1.0,0 days 00:01:36.402000,3.0,0 days 00:01:36.745000,fp1,967.5,0,1,1,0,2022,conventional,0 days 00:01:32.945000,,
54,NOR,1.0,SOFT,3,1.0,3.0,1.0,0 days 00:01:36.584000,1.0,0 days 00:01:36.584000,fp1,996.5,0,0,1,0,2022,conventional,0 days 00:01:32.239000,0 days 00:01:32.008000,
55,NOR,2.0,SOFT,7,4.0,10.0,1.0,0 days 00:01:36.304000,3.0,0 days 00:01:36.398000,fp1,955.0,0,1,1,0,2022,conventional,0 days 00:01:32.239000,0 days 00:01:32.008000,
56,LAT,3.0,SOFT,3,7.0,9.0,1.0,0 days 00:01:35.644000,1.0,0 days 00:01:35.644000,fp1,1025.0,0,0,1,0,2022,conventional,0 days 00:01:33.634000,,
57,LAT,4.0,SOFT,3,10.0,12.0,1.0,0 days 00:01:36.564000,1.0,0 days 00:01:36.564000,fp1,940.5,0,0,1,0,2022,conventional,0 days 00:01:33.634000,,
58,GAS,1.0,HARD,3,1.0,3.0,1.0,0 days 00:01:38.021000,1.0,0 days 00:01:38.021000,fp1,881.5,0,1,0,1,2022,conventional,0 days 00:01:32.096000,0 days 00:01:31.635000,0 days 00:01:32.338000
59,GAS,3.0,SOFT,12,12.0,23.0,1.0,0 days 00:01:34.193000,2.0,0 days 00:01:34.831000,fp1,1046.0,1,0,1,0,2022,conventional,0 days 00:01:32.096000,0 days 00:01:31.635000,0 days 00:01:32.338000
60,PER,2.0,MEDIUM,5,5.0,9.0,1.0,0 days 00:01:35.241000,2.0,0 days 00:01:35.623500,fp1,936.5,0,1,1,0,2022,conventional,0 days 00:01:32.311000,0 days 00:01:31.008000,0 days 00:01:30.921000
61,PER,3.0,MEDIUM,3,10.0,12.0,1.0,0 days 00:01:35.050000,1.0,0 days 00:01:35.050000,fp1,951.0,0,0,1,0,2022,conventional,0 days 00:01:32.311000,0 days 00:01:31.008000,0 days 00:01:30.921000
62,PER,4.0,MEDIUM,11,13.0,23.0,1.0,0 days 00:01:39.189000,8.0,0 days 00:01:39.520000,fp1,1031.0,1,0,0,1,2022,conventional,0 days 00:01:32.311000,0 days 00:01:31.008000,0 days 00:01:30.921000
63,ALO,1.0,SOFT,5,1.0,5.0,1.0,0 days 00:01:35.179000,2.0,0 days 00:01:35.213000,fp1,1012.0,0,0,1,0,2022,conventional,0 days 00:01:32.346000,0 days 00:01:31.621000,0 days 00:01:32.195000
64,ALO,2.0,SOFT,3,6.0,8.0,1.0,0 days 00:01:35.852000,1.0,0 days 00:01:35.852000,fp1,1028.5,1,0,1,0,2022,conventional,0 days 00:01:32.346000,0 days 00:01:31.621000,0 days 00:01:32.195000
65,ALO,3.0,SOFT,6,9.0,14.0,1.0,0 days 00:01:35,2.0,0 days 00:01:35.135500,fp1,972.0,0,1,1,0,2022,conventional,0 days 00:01:32.346000,0 days 00:01:31.621000,0 days 00:01:32.195000
66,LEC,1.0,HARD,3,1.0,3.0,1.0,0 days 00:01:45.601000,1.0,0 days 00:01:45.601000,fp1,949.0,0,1,0,1,2022,conventional,0 days 00:01:31.471000,0 days 00:01:30.932000,0 days 00:01:30.558000
67,LEC,3.0,MEDIUM,6,11.0,16.0,1.0,0 days 00:01:34.557000,1.0,0 days 00:01:34.557000,fp1,1019.5,0,0,1,0,2022,conventional,0 days 00:01:31.471000,0 days 00:01:30.932000,0 days 00:01:30.558000
68,LEC,4.0,MEDIUM,2,17.0,18.0,1.0,0 days 00:01:38.204000,1.0,0 days 00:01:38.204000,fp1,982.0,0,0,0,1,2022,conventional,0 days 00:01:31.471000,0 days 00:01:30.932000,0 days 00:01:30.558000
69,LEC,5.0,MEDIUM,4,19.0,22.0,1.0,0 days 00:01:36.431000,1.0,0 days 00:01:36.431000,fp1,1019.5,0,0,1,0,2022,conventional,0 days 00:01:31.471000,0 days 00:01:30.932000,0 days 00:01:30.558000
70,STR,1.0,HARD,3,1.0,3.0,1.0,0 days 00:01:41.350000,1.0,0 days 00:01:41.350000,fp1,1009.5,0,0,0,1,2022,conventional,0 days 00:01:33.032000,,
71,STR,2.0,HARD,8,4.0,11.0,1.0,0 days 00:01:37.402000,3.0,0 days 00:01:37.732000,fp1,1033.5,1,0,0,1,2022,conventional,0 days 00:01:33.032000,,
72,STR,3.0,SOFT,11,12.0,22.0,1.0,0 days 00:01:34.814000,2.0,0 days 00:01:35.091500,fp1,930.0,0,1,1,0,2022,conventional,0 days 00:01:33.032000,,
73,TSU,1.0,HARD,4,1.0,4.0,1.0,0 days 00:01:39.255000,1.0,0 days 00:01:39.255000,fp1,942.0,0,1,0,1,2022,conventional,0 days 00:01:32.750000,,
74,TSU,3.0,SOFT,7,10.0,16.0,1.0,0 days 00:01:35.028000,3.0,0 days 00:01:35.030000,fp1,983.5,0,0,1,0,2022,conventional,0 days 00:01:32.750000,,
75,TSU,4.0,SOFT,4,17.0,20.0,1.0,0 days 00:01:38.768000,1.0,0 days 00:01:38.768000,fp1,985.0,0,0,0,1,2022,conventional,0 days 00:01:32.750000,,
76,ALB,3.0,SOFT,3,7.0,9.0,1.0,0 days 00:01:43.098000,1.0,0 days 00:01:43.098000,fp1,886.5,0,0,0,1,2022,conventional,0 days 00:01:32.726000,0 days 00:01:32.664000,
77,ALB,4.0,SOFT,5,10.0,14.0,1.0,0 days 00:01:35.923000,2.0,0 days 00:01:35.986500,fp1,927.5,0,0,1,0,2022,conventional,0 days 00:01:32.726000,0 days 00:01:32.664000,
78,ZHO,1.0,HARD,3,1.0,3.0,1.0,0 days 00:01:43.386000,1.0,0 days 00:01:43.386000,fp1,899.0,0,1,0,1,2022,conventional,0 days 00:01:32.493000,0 days 00:01:33.543000,
79,ZHO,2.0,HARD,9,4.0,12.0,1.0,0 days 00:01:37.656000,5.0,0 days 00:01:38.265000,fp1,1032.0,1,0,0,1,2022,conventional,0 days 00:01:32.493000,0 days 00:01:33.543000,
80,ZHO,4.0,SOFT,7,14.0,20.0,1.0,0 days 00:01:35.053000,2.0,0 days 00:01:35.390500,fp1,928.0,0,0,1,0,2022,conventional,0 days 00:01:32.493000,0 days 00:01:33.543000,
81,HUL,1.0,HARD,4,1.0,4.0,1.0,0 days 00:01:39.950000,2.0,0 days 00:01:41.206500,fp1,1003.0,0,0,0,1,2022,conventional,0 days 00:01:32.777000,,
82,HUL,2.0,HARD,6,5.0,10.0,1.0,0 days 00:01:38.707000,4.0,0 days 00:01:39.348000,fp1,1047.5,1,0,0,1,2022,conventional,0 days 00:01:32.777000,,
83,HUL,3.0,SOFT,13,11.0,23.0,1.0,0 days 00:01:35.815000,4.0,0 days 00:01:36.416000,fp1,900.0,0,1,1,0,2022,conventional,0 days 00:01:32.777000,,
84,OCO,2.0,SOFT,5,3.0,7.0,1.0,0 days 00:01:35.417000,2.0,0 days 00:01:35.596500,fp1,1023.5,1,0,1,0,2022,conventional,0 days 00:01:32.041000,0 days 00:01:31.782000,
85,OCO,3.0,SOFT,5,8.0,12.0,1.0,0 days 00:01:35.151000,2.0,0 days 00:01:35.173500,fp1,948.5,0,0,1,0,2022,conventional,0 days 00:01:32.041000,0 days 00:01:31.782000,
86,HAM,1.0,MEDIUM,4,1.0,4.0,1.0,0 days 00:01:38.128000,1.0,0 days 00:01:38.128000,fp1,858.5,0,0,0,1,2022,conventional,0 days 00:01:32.285000,0 days 00:01:31.048000,0 days 00:01:31.238000
87,HAM,2.0,MEDIUM,4,5.0,8.0,1.0,0 days 00:01:36.367000,1.0,0 days 00:01:36.367000,fp1,977.0,1,0,1,0,2022,conventional,0 days 00:01:32.285000,0 days 00:01:31.048000,0 days 00:01:31.238000
88,HAM,3.0,MEDIUM,2,9.0,10.0,1.0,0 days 00:01:42.480000,1.0,0 days 00:01:42.480000,fp1,932.5,0,0,0,1,2022,conventional,0 days 00:01:32.285000,0 days 00:01:31.048000,0 days 00:01:31.238000
89,HAM,4.0,SOFT,4,11.0,14.0,1.0,0 days 00:01:34.943000,1.0,0 days 00:01:34.943000,fp1,907.0,0,0,1,0,2022,conventional,0 days 00:01:32.285000,0 days 00:01:31.048000,0 days 00:01:31.238000
90,SAI,1.0,HARD,3,1.0,3.0,1.0,0 days 00:01:38.745000,1.0,0 days 00:01:38.745000,fp1,976.0,0,0,0,1,2022,conventional,0 days 00:01:31.567000,0 days 00:01:30.787000,0 days 00:01:30.687000
91,SAI,3.0,MEDIUM,6,11.0,16.0,1.0,0 days 00:01:34.611000,1.0,0 days 00:01:34.611000,fp1,962.5,0,0,1,0,2022,conventional,0 days 00:01:31.567000,0 days 00:01:30.787000,0 days 00:01:30.687000
92,SAI,4.0,MEDIUM,4,17.0,20.0,1.0,0 days 00:01:37.012000,1.0,0 days 00:01:37.012000,fp1,1004.0,0,0,1,0,2022,conventional,0 days 00:01:31.567000,0 days 00:01:30.787000,0 days 00:01:30.687000
93,RUS,1.0,MEDIUM,4,1.0,4.0,1.0,0 days 00:01:38.420000,1.0,0 days 00:01:38.420000,fp1,962.0,0,1,0,1,2022,conventional,0 days 00:01:32.269000,0 days 00:01:31.252000,0 days 00:01:32.216000
94,RUS,3.0,SOFT,3,11.0,13.0,1.0,0 days 00:01:34.629000,1.0,0 days 00:01:34.629000,fp1,1010.5,0,0,1,0,2022,conventional,0 days 00:01:32.269000,0 days 00:01:31.252000,0 days 00:01:32.216000
95,RUS,4.0,SOFT,3,14.0,16.0,1.0,0 days 00:01:35.589000,1.0,0 days 00:01:35.589000,fp1,991.5,0,0,1,0,2022,conventional,0 days 00:01:32.269000,0 days 00:01:31.252000,0 days 00:01:32.216000
96,RUS,5.0,SOFT,7,17.0,23.0,1.0,0 days 00:01:34.964000,2.0,0 days 00:01:35.086500,fp1,979.0,0,0,1,0,2022,conventional,0 days 00:01:32.269000,0 days 00:01:31.252000,0 days 00:01:32.216000
97,BOT,2.0,SOFT,1,2.0,2.0,1.0,0 days 00:02:54.015000,1.0,0 days 00:02:54.015000,fp1,,0,0,0,1,2022,conventional,0 days 00:01:31.919000,0 days 00:01:31.717000,0 days 00:01:31.560000
98,VER,1.0,MEDIUM,5,1.0,5.0,1.0,0 days 00:01:33.621000,2.0,0 days 00:01:33.656000,fp2,1007.0,0,0,1,0,2022,conventional,0 days 00:01:31.785000,0 days 00:01:30.757000,0 days 00:01:30.681000
99,VER,2.0,SOFT,3,6.0,8.0,1.0,0 days 00:01:31.936000,1.0,0 days 00:01:31.936000,fp2,998.0,0,1,1,0,2022,conventional,0 days 00:01:31.785000,0 days 00:01:30.757000,0 days 00:01:30.681000
100,VER,4.0,SOFT,11,10.0,20.0,1.0,0 days 00:01:37.132000,9.0,0 days 00:01:37.512000,fp2,1045.0,1,0,0,1,2022,conventional,0 days 00:01:31.785000,0 days 00:01:30.757000,0 days 00:01:30.681000
101,RIC,1.0,HARD,8,1.0,8.0,1.0,0 days 00:01:36.055000,2.0,0 days 00:01:37.244500,fp2,1048.0,1,0,0,1,2022,conventional,0 days 00:01:32.945000,,
102,RIC,2.0,SOFT,4,9.0,12.0,1.0,0 days 00:01:34.166000,1.0,0 days 00:01:34.166000,fp2,1047.5,0,1,1,0,2022,conventional,0 days 00:01:32.945000,,
103,NOR,2.0,SOFT,4,7.0,10.0,1.0,0 days 00:01:33.280000,1.0,0 days 00:01:33.280000,fp2,962.0,0,1,1,0,2022,conventional,0 days 00:01:32.239000,0 days 00:01:32.008000,
104,NOR,3.0,SOFT,17,11.0,27.0,1.0,0 days 00:01:38.954000,14.0,0 days 00:01:39.544500,fp2,1021.5,0,0,0,1,2022,conventional,0 days 00:01:32.239000,0 days 00:01:32.008000,
105,LAT,3.0,MEDIUM,3,12.0,14.0,1.0,0 days 00:01:39.605000,2.0,0 days 00:01:41.079000,fp2,1033.5,0,1,0,1,2022,conventional,0 days 00:01:33.634000,,
106,LAT,4.0,SOFT,14,15.0,28.0,1.0,0 days 00:01:39.713000,11.0,0 days 00:01:39.997000,fp2,1035.5,0,0,0,1,2022,conventional,0 days 00:01:33.634000,,
107,GAS,2.0,SOFT,6,8.0,13.0,1.0,0 days 00:01:33.621000,2.0,0 days 00:01:33.715000,fp2,1023.0,0,0,1,0,2022,conventional,0 days 00:01:32.096000,0 days 00:01:31.635000,0 days 00:01:32.338000
108,GAS,3.0,SOFT,8,14.0,21.0,1.0,0 days 00:01:38.495000,7.0,0 days 00:01:38.850000,fp2,1029.0,0,0,0,1,2022,conventional,0 days 00:01:32.096000,0 days 00:01:31.635000,0 days 00:01:32.338000
109,GAS,4.0,MEDIUM,3,22.0,24.0,1.0,0 days 00:01:38.098000,1.0,0 days 00:01:38.098000,fp2,976.5,0,1,0,1,2022,conventional,0 days 00:01:32.096000,0 days 00:01:31.635000,0 days 00:01:32.338000
110,PER,1.0,MEDIUM,4,1.0,4.0,1.0,0 days 00:01:34.300000,1.0,0 days 00:01:34.300000,fp2,983.0,0,0,1,0,2022,conventional,0 days 00:01:32.311000,0 days 00:01:31.008000,0 days 00:01:30.921000
111,PER,2.0,SOFT,5,5.0,9.0,1.0,0 days 00:01:32.958000,1.0,0 days 00:01:32.958000,fp2,901.0,0,1,1,0,2022,conventional,0 days 00:01:32.311000,0 days 00:01:31.008000,0 days 00:01:30.921000
112,PER,4.0,SOFT,10,11.0,20.0,1.0,0 days 00:01:37.218000,7.0,0 days 00:01:38.320000,fp2,1034.0,1,0,0,1,2022,conventional,0 days 00:01:32.311000,0 days 00:01:31.008000,0 days 00:01:30.921000
113,ALO,1.0,MEDIUM,5,1.0,5.0,1.0,0 days 00:01:34.372000,2.0,0 days 00:01:34.586000,fp2,1025.0,0,0,1,0,2022,conventional,0 days 00:01:32.346000,0 days 00:01:31.621000,0 days 00:01:32.195000
114,ALO,2.0,SOFT,5,6.0,10.0,1.0,0 days 00:01:32.877000,2.0,0 days 00:01:33.136500,fp2,1012.0,0,0,1,0,2022,conventional,0 days 00:01:32.346000,0 days 00:01:31.621000,0 days 00:01:32.195000
115,ALO,3.0,MEDIUM,10,11.0,20.0,1.0,0 days 00:01:38.166000,8.0,0 days 00:01:38.474500,fp2,1035.5,1,0,0,1,2022,conventional,0 days 00:01:32.346000,0 days 00:01:31.621000,0 days 00:01:32.195000
116,ALO,4.0,SOFT,4,21.0,24.0,1.0,0 days 00:01:37.274000,1.0,0 days 00:01:37.274000,fp2,987.5,0,1,0,1,2022,conventional,0 days 00:01:32.346000,0 days 00:01:31.621000,0 days 00:01:32.195000
117,LEC,1.0,MEDIUM,5,1.0,5.0,1.0,0 days 00:01:33.121000,2.0,0 days 00:01:33.290000,fp2,1041.5,0,0,1,0,2022,conventional,0 days 00:01:31.471000,0 days 00:01:30.932000,0 days 00:01:30.558000
118,LEC,3.0,SOFT,3,7.0,9.0,1.0,0 days 00:01:32.263000,1.0,0 days 00:01:32.263000,fp2,1003.5,0,0,1,0,2022,conventional,0 days 00:01:31.471000,0 days 00:01:30.932000,0 days 00:01:30.558000
119,LEC,4.0,SOFT,3,10.0,12.0,1.0,0 days 00:01:32.023000,1.0,0 days 00:01:32.023000,fp2,1001.5,0,1,1,0,2022,conventional,0 days 00:01:31.471000,0 days 00:01:30.932000,0 days 00:01:30.558000
120,LEC,5.0,SOFT,3,13.0,15.0,1.0,0 days 00:01:41,2.0,0 days 00:01:41.155500,fp2,1053.0,1,0,0,1,2022,conventional,0 days 00:01:31.471000,0 days 00:01:30.932000,0 days 00:01:30.558000
