,Driver,Stint,Compound,LapCount,FirstLap,LastLap,race_number,fastest_laptime,number_quick_laptime,avg_quick_laptime,fp_session,SpeedTotal,high_engine_mode,low_engine_mode,quali_sim,race_sim,year,event_format,q1,q2,q3
15,LEC,2.0,SOFT,6,2.0,7.0,1.0,0 days 00:01:25.939000,4.0,0 days 00:01:26.782500,fp1,1124.5,1,0,0,1,2019,conventional,0 days 00:01:22.017000,0 days 00:01:21.739000,0 days 00:01:21.442000
16,LEC,4.0,SOFT,4,9.0,12.0,1.0,0 days 00:01:23.673000,1.0,0 days 00:01:23.673000,fp1,1063.0,0,0,1,0,2019,conventional,0 days 00:01:22.017000,0 days 00:01:21.739000,0 days 00:01:21.442000
17,LEC,5.0,SOFT,3,13.0,15.0,1.0,0 days 00:01:27.227000,1.0,0 days 00:01:27.227000,fp1,1060.0,0,0,0,1,2019,conventional,0 days 00:01:22.017000,0 days 00:01:21.739000,0 days 00:01:21.442000
18,STR,2.0,MEDIUM,10,2.0,11.0,1.0,0 days 00:01:25.682000,3.0,0 days 00:01:25.714000,fp1,1104.5,0,1,1,0,2019,conventional,0 days 00:01:23.017000,,
19,STR,3.0,MEDIUM,8,12.0,19.0,1.0,0 days 00:01:25.288000,3.0,0 days 00:01:25.862000,fp1,1136.0,1,0,1,0,2019,conventional,0 days 00:01:23.017000,,
20,STR,4.0,MEDIUM,7,20.0,26.0,1.0,0 days 00:01:29.536000,5.0,0 days 00:01:30.078000,fp1,1121.0,0,0,0,1,2019,conventional,0 days 00:01:23.017000,,
21,MAG,3.0,SOFT,7,11.0,17.0,1.0,0 days 00:01:24.934000,3.0,0 days 00:01:25.051000,fp1,1063.5,0,1,1,0,2019,conventional,0 days 00:01:22.519000,0 days 00:01:22.221000,0 days 00:01:22.099000
22,MAG,4.0,SOFT,7,18.0,24.0,1.0,0 days 00:01:29.247000,5.0,0 days 00:01:29.821000,fp1,1124.5,1,0,0,1,2019,conventional,0 days 00:01:22.519000,0 days 00:01:22.221000,0 days 00:01:22.099000
23,ALB,3.0,MEDIUM,9,13.0,21.0,1.0,0 days 00:01:25.230000,3.0,0 days 00:01:25.933000,fp1,1132.0,1,0,1,0,2019,conventional,0 days 00:01:22.757000,0 days 00:01:22.636000,
24,KVY,2.0,SOFT,9,2.0,10.0,1.0,0 days 00:01:25.187000,4.0,0 days 00:01:25.558500,fp1,1103.5,0,0,1,0,2019,conventional,0 days 00:01:22.511000,0 days 00:01:22.774000,
25,KVY,3.0,MEDIUM,10,11.0,20.0,1.0,0 days 00:01:25.453000,3.0,0 days 00:01:25.503000,fp1,1103.0,0,1,1,0,2019,conventional,0 days 00:01:22.511000,0 days 00:01:22.774000,
26,KVY,4.0,MEDIUM,9,21.0,29.0,1.0,0 days 00:01:24.832000,3.0,0 days 00:01:24.936000,fp1,1114.5,1,0,1,0,2019,conventional,0 days 00:01:22.511000,0 days 00:01:22.774000,
27,HUL,2.0,SOFT,10,2.0,11.0,1.0,0 days 00:01:25.015000,4.0,0 days 00:01:25.281500,fp1,1049.0,0,0,1,0,2019,conventional,0 days 00:01:22.540000,0 days 00:01:22.562000,
28,VER,2.0,SOFT,5,2.0,6.0,1.0,0 days 00:01:24.973000,2.0,0 days 00:01:25.180500,fp1,1071.0,0,0,1,0,2019,conventional,0 days 00:01:22.876000,0 days 00:01:21.678000,0 days 00:01:21.320000
29,VER,3.0,SOFT,4,7.0,10.0,1.0,0 days 00:01:24.765000,1.0,0 days 00:01:24.765000,fp1,1145.5,1,0,1,0,2019,conventional,0 days 00:01:22.876000,0 days 00:01:21.678000,0 days 00:01:21.320000
30,VER,4.0,SOFT,6,11.0,16.0,1.0,0 days 00:01:23.792000,2.0,0 days 00:01:24.191000,fp1,1034.5,0,1,1,0,2019,conventional,0 days 00:01:22.876000,0 days 00:01:21.678000,0 days 00:01:21.320000
31,VER,5.0,SOFT,6,17.0,22.0,1.0,0 days 00:01:26.820000,3.0,0 days 00:01:27.032000,fp1,1110.0,0,0,0,1,2019,conventional,0 days 00:01:22.876000,0 days 00:01:21.678000,0 days 00:01:21.320000
32,HAM,2.0,MEDIUM,10,2.0,11.0,1.0,0 days 00:01:24.738000,3.0,0 days 00:01:24.856000,fp1,1079.0,0,0,1,0,2019,conventional,0 days 00:01:22.043000,0 days 00:01:21.014000,0 days 00:01:20.486000
33,HAM,3.0,SOFT,7,12.0,18.0,1.0,0 days 00:01:23.599000,2.0,0 days 00:01:23.738500,fp1,1055.5,0,1,1,0,2019,conventional,0 days 00:01:22.043000,0 days 00:01:21.014000,0 days 00:01:20.486000
34,HAM,4.0,SOFT,8,19.0,26.0,1.0,0 days 00:01:28.085000,4.0,0 days 00:01:28.281000,fp1,1106.5,1,0,0,1,2019,conventional,0 days 00:01:22.043000,0 days 00:01:21.014000,0 days 00:01:20.486000
35,SAI,2.0,HARD,4,2.0,5.0,1.0,0 days 00:01:27.984000,2.0,0 days 00:01:28.526500,fp1,1133.0,0,0,0,1,2019,conventional,0 days 00:01:23.084000,,
36,SAI,4.0,SOFT,3,12.0,14.0,1.0,0 days 00:01:25.285000,1.0,0 days 00:01:25.285000,fp1,1030.0,0,1,1,0,2019,conventional,0 days 00:01:23.084000,,
37,SAI,6.0,SOFT,4,16.0,19.0,1.0,0 days 00:01:29.274000,1.0,0 days 00:01:29.274000,fp1,1112.0,0,0,0,1,2019,conventional,0 days 00:01:23.084000,,
38,BOT,2.0,MEDIUM,10,2.0,11.0,1.0,0 days 00:01:24.679000,3.0,0 days 00:01:24.789000,fp1,1121.5,1,0,1,0,2019,conventional,0 days 00:01:22.367000,0 days 00:01:21.193000,0 days 00:01:20.598000
39,BOT,3.0,SOFT,8,12.0,19.0,1.0,0 days 00:01:23.866000,3.0,0 days 00:01:23.966000,fp1,1064.5,0,1,1,0,2019,conventional,0 days 00:01:22.367000,0 days 00:01:21.193000,0 days 00:01:20.598000
40,BOT,4.0,SOFT,10,20.0,29.0,1.0,0 days 00:01:28.396000,6.0,0 days 00:01:28.920000,fp1,1106.0,0,0,0,1,2019,conventional,0 days 00:01:22.367000,0 days 00:01:21.193000,0 days 00:01:20.598000
41,GIO,3.0,MEDIUM,6,10.0,15.0,1.0,0 days 00:01:25.166000,2.0,0 days 00:01:25.391500,fp1,1089.0,0,1,1,0,2019,conventional,0 days 00:01:22.431000,0 days 00:01:22.714000,
42,GIO,5.0,SOFT,7,17.0,23.0,1.0,0 days 00:01:30.078000,5.0,0 days 00:01:30.670000,fp1,1111.0,0,0,0,1,2019,conventional,0 days 00:01:22.431000,0 days 00:01:22.714000,
43,RIC,4.0,SOFT,5,7.0,11.0,1.0,0 days 00:01:25.634000,2.0,0 days 00:01:25.929500,fp1,1081.5,0,0,1,0,2019,conventional,0 days 00:01:22.921000,0 days 00:01:22.570000,
44,NOR,6.0,SOFT,10,22.0,31.0,1.0,0 days 00:01:30.238000,7.0,0 days 00:01:30.717000,fp1,1113.0,0,0,0,1,2019,conventional,0 days 00:01:22.702000,0 days 00:01:22.423000,0 days 00:01:22.304000
45,VET,2.0,SOFT,6,2.0,7.0,1.0,0 days 00:01:26.067000,2.0,0 days 00:01:26.727500,fp1,1068.0,0,0,0,1,2019,conventional,0 days 00:01:22.885000,0 days 00:01:21.912000,0 days 00:01:21.190000
46,VET,4.0,SOFT,3,9.0,11.0,1.0,0 days 00:01:23.637000,1.0,0 days 00:01:23.637000,fp1,1038.0,0,1,1,0,2019,conventional,0 days 00:01:22.885000,0 days 00:01:21.912000,0 days 00:01:21.190000
47,VET,6.0,SOFT,6,13.0,18.0,1.0,0 days 00:01:28.596000,3.0,0 days 00:01:28.917000,fp1,1088.0,1,0,0,1,2019,conventional,0 days 00:01:22.885000,0 days 00:01:21.912000,0 days 00:01:21.190000
48,RAI,2.0,MEDIUM,7,2.0,8.0,1.0,0 days 00:01:26.819000,4.0,0 days 00:01:27.469500,fp1,1134.0,1,0,0,1,2019,conventional,0 days 00:01:22.966000,0 days 00:01:22.349000,0 days 00:01:22.314000
49,RAI,4.0,SOFT,5,10.0,14.0,1.0,0 days 00:01:24.816000,2.0,0 days 00:01:24.823500,fp1,1039.5,0,1,1,0,2019,conventional,0 days 00:01:22.966000,0 days 00:01:22.349000,0 days 00:01:22.314000
50,RAI,5.0,SOFT,4,15.0,18.0,1.0,0 days 00:01:29.386000,2.0,0 days 00:01:29.390500,fp1,1073.5,0,0,0,1,2019,conventional,0 days 00:01:22.966000,0 days 00:01:22.349000,0 days 00:01:22.314000
51,GRO,3.0,SOFT,8,6.0,13.0,1.0,0 days 00:01:25.224000,3.0,0 days 00:01:25.571000,fp1,1101.5,1,0,1,0,2019,conventional,0 days 00:01:22.959000,0 days 00:01:21.870000,0 days 00:01:21.826000
52,GRO,4.0,SOFT,5,14.0,18.0,1.0,0 days 00:01:29.135000,3.0,0 days 00:01:29.218000,fp1,1071.0,0,1,0,1,2019,conventional,0 days 00:01:22.959000,0 days 00:01:21.870000,0 days 00:01:21.826000
53,GAS,2.0,SOFT,9,2.0,10.0,1.0,0 days 00:01:25.363000,3.0,0 days 00:01:25.878000,fp1,1077.0,0,0,1,0,2019,conventional,0 days 00:01:23.020000,,
54,GAS,3.0,SOFT,6,11.0,16.0,1.0,0 days 00:01:24.932000,2.0,0 days 00:01:25.239000,fp1,1035.5,0,1,1,0,2019,conventional,0 days 00:01:23.020000,,
55,GAS,4.0,SOFT,7,17.0,23.0,1.0,0 days 00:01:29.074000,3.0,0 days 00:01:29.813000,fp1,1108.5,1,0,0,1,2019,conventional,0 days 00:01:23.020000,,
56,PER,3.0,MEDIUM,4,10.0,13.0,1.0,0 days 00:01:25.498000,1.0,0 days 00:01:25.498000,fp1,1079.0,0,1,1,0,2019,conventional,0 days 00:01:22.908000,0 days 00:01:22.532000,0 days 00:01:22.781000
57,PER,4.0,MEDIUM,8,14.0,21.0,1.0,0 days 00:01:28.845000,4.0,0 days 00:01:29.224000,fp1,1115.5,0,0,0,1,2019,conventional,0 days 00:01:22.908000,0 days 00:01:22.532000,0 days 00:01:22.781000
58,LEC,2.0,SOFT,6,2.0,7.0,1.0,0 days 00:01:25.939000,4.0,0 days 00:01:26.782500,fp1,1124.5,1,0,0,1,2019,conventional,0 days 00:01:22.017000,0 days 00:01:21.739000,0 days 00:01:21.442000
59,LEC,4.0,SOFT,4,9.0,12.0,1.0,0 days 00:01:23.673000,1.0,0 days 00:01:23.673000,fp1,1063.0,0,0,1,0,2019,conventional,0 days 00:01:22.017000,0 days 00:01:21.739000,0 days 00:01:21.442000
60,LEC,5.0,SOFT,3,13.0,15.0,1.0,0 days 00:01:27.227000,1.0,0 days 00:01:27.227000,fp1,1060.0,0,0,0,1,2019,conventional,0 days 00:01:22.017000,0 days 00:01:21.739000,0 days 00:01:21.442000
61,STR,2.0,MEDIUM,10,2.0,11.0,1.0,0 days 00:01:25.682000,3.0,0 days 00:01:25.714000,fp1,1104.5,0,1,1,0,2019,conventional,0 days 00:01:23.017000,,
62,STR,3.0,MEDIUM,8,12.0,19.0,1.0,0 days 00:01:25.288000,3.0,0 days 00:01:25.862000,fp1,1136.0,1,0,1,0,2019,conventional,0 days 00:01:23.017000,,
63,STR,4.0,MEDIUM,7,20.0,26.0,1.0,0 days 00:01:29.536000,5.0,0 days 00:01:30.078000,fp1,1121.0,0,0,0,1,2019,conventional,0 days 00:01:23.017000,,
64,MAG,3.0,SOFT,7,11.0,17.0,1.0,0 days 00:01:24.934000,3.0,0 days 00:01:25.051000,fp1,1063.5,0,1,1,0,2019,conventional,0 days 00:01:22.519000,0 days 00:01:22.221000,0 days 00:01:22.099000
65,MAG,4.0,SOFT,7,18.0,24.0,1.0,0 days 00:01:29.247000,5.0,0 days 00:01:29.821000,fp1,1124.5,1,0,0,1,2019,conventional,0 days 00:01:22.519000,0 days 00:01:22.221000,0 days 00:01:22.099000
66,ALB,3.0,MEDIUM,9,13.0,21.0,1.0,0 days 00:01:25.230000,3.0,0 days 00:01:25.933000,fp1,1132.0,1,0,1,0,2019,conventional,0 days 00:01:22.757000,0 days 00:01:22.636000,
67,KVY,2.0,SOFT,9,2.0,10.0,1.0,0 days 00:01:25.187000,4.0,0 days 00:01:25.558500,fp1,1103.5,0,0,1,0,2019,conventional,0 days 00:01:22.511000,0 days 00:01:22.774000,
68,KVY,3.0,MEDIUM,10,11.0,20.0,1.0,0 days 00:01:25.453000,3.0,0 days 00:01:25.503000,fp1,1103.0,0,1,1,0,2019,conventional,0 days 00:01:22.511000,0 days 00:01:22.774000,
69,KVY,4.0,MEDIUM,9,21.0,29.0,1.0,0 days 00:01:24.832000,3.0,0 days 00:01:24.936000,fp1,1114.5,1,0,1,0,2019,conventional,0 days 00:01:22.511000,0 days 00:01:22.774000,
70,HUL,2.0,SOFT,10,2.0,11.0,1.0,0 days 00:01:25.015000,4.0,0 days 00:01:25.281500,fp1,1049.0,0,0,1,0,2019,conventional,0 days 00:01:22.540000,0 days 00:01:22.562000,
71,VER,2.0,SOFT,5,2.0,6.0,1.0,0 days 00:01:24.973000,2.0,0 days 00:01:25.180500,fp1,1071.0,0,0,1,0,2019,conventional,0 days 00:01:22.876000,0 days 00:01:21.678000,0 days 00:01:21.320000
72,VER,3.0,SOFT,4,7.0,10.0,1.0,0 days 00:01:24.765000,1.0,0 days 00:01:24.765000,fp1,1145.5,1,0,1,0,2019,conventional,0 days 00:01:22.876000,0 days 00:01:21.678000,0 days 00:01:21.320000
73,VER,4.0,SOFT,6,11.0,16.0,1.0,0 days 00:01:23.792000,2.0,0 days 00:01:24.191000,fp1,1034.5,0,1,1,0,2019,conventional,0 days 00:01:22.876000,0 days 00:01:21.678000,0 days 00:01:21.320000
74,VER,5.0,SOFT,6,17.0,22.0,1.0,0 days 00:01:26.820000,3.0,0 days 00:01:27.032000,fp1,1110.0,0,0,0,1,2019,conventional,0 days 00:01:22.876000,0 days 00:01:21.678000,0 days 00:01:21.320000
75,HAM,2.0,MEDIUM,10,2.0,11.0,1.0,0 days 00:01:24.738000,3.0,0 days 00:01:24.856000,fp1,1079.0,0,0,1,0,2019,conventional,0 days 00:01:22.043000,0 days 00:01:21.014000,0 days 00:01:20.486000
76,HAM,3.0,SOFT,7,12.0,18.0,1.0,0 days 00:01:23.599000,2.0,0 days 00:01:23.738500,fp1,1055.5,0,1,1,0,2019,conventional,0 days 00:01:22.043000,0 days 00:01:21.014000,0 days 00:01:20.486000
77,HAM,4.0,SOFT,8,19.0,26.0,1.0,0 days 00:01:28.085000,4.0,0 days 00:01:28.281000,fp1,1106.5,1,0,0,1,2019,conventional,0 days 00:01:22.043000,0 days 00:01:21.014000,0 days 00:01:20.486000
78,SAI,2.0,HARD,4,2.0,5.0,1.0,0 days 00:01:27.984000,2.0,0 days 00:01:28.526500,fp1,1133.0,0,0,0,1,2019,conventional,0 days 00:01:23.084000,,
79,SAI,4.0,SOFT,3,12.0,14.0,1.0,0 days 00:01:25.285000,1.0,0 days 00:01:25.285000,fp1,1030.0,0,1,1,0,2019,conventional,0 days 00:01:23.084000,,
80,SAI,6.0,SOFT,4,16.0,19.0,1.0,0 days 00:01:29.274000,1.0,0 days 00:01:29.274000,fp1,1112.0,0,0,0,1,2019,conventional,0 days 00:01:23.084000,,
81,BOT,2.0,MEDIUM,10,2.0,11.0,1.0,0 days 00:01:24.679000,3.0,0 days 00:01:24.789000,fp1,1121.5,1,0,1,0,2019,conventional,0 days 00:01:22.367000,0 days 00:01:21.193000,0 days 00:01:20.598000
82,BOT,3.0,SOFT,8,12.0,19.0,1.0,0 days 00:01:23.866000,3.0,0 days 00:01:23.966000,fp1,1064.5,0,1,1,0,2019,conventional,0 days 00:01:22.367000,0 days 00:01:21.193000,0 days 00:01:20.598000
83,BOT,4.0,SOFT,10,20.0,29.0,1.0,0 days 00:01:28.396000,6.0,0 days 00:01:28.920000,fp1,1106.0,0,0,0,1,2019,conventional,0 days 00:01:22.367000,0 days 00:01:21.193000,0 days 00:01:20.598000
84,GIO,3.0,MEDIUM,6,10.0,15.0,1.0,0 days 00:01:25.166000,2.0,0 days 00:01:25.391500,fp1,1089.0,0,1,1,0,2019,conventional,0 days 00:01:22.431000,0 days 00:01:22.714000,
85,GIO,5.0,SOFT,7,17.0,23.0,1.0,0 days 00:01:30.078000,5.0,0 days 00:01:30.670000,fp1,1111.0,0,0,0,1,2019,conventional,0 days 00:01:22.431000,0 days 00:01:22.714000,
86,RIC,2.0,SOFT,3,8.0,10.0,1.0,0 days 00:01:23.644000,1.0,0 days 00:01:23.644000,fp2,1005.5,0,1,1,0,2019,conventional,0 days 00:01:22.921000,0 days 00:01:22.570000,
87,RIC,4.0,SOFT,9,12.0,20.0,1.0,0 days 00:01:29.617000,7.0,0 days 00:01:29.974000,fp2,1106.5,1,0,0,1,2019,conventional,0 days 00:01:22.921000,0 days 00:01:22.570000,
88,RIC,5.0,MEDIUM,11,21.0,31.0,1.0,0 days 00:01:28.507000,8.0,0 days 00:01:29.203500,fp2,1105.0,0,0,0,1,2019,conventional,0 days 00:01:22.921000,0 days 00:01:22.570000,
89,NOR,3.0,SOFT,5,13.0,17.0,1.0,0 days 00:01:24.733000,2.0,0 days 00:01:24.897000,fp2,1108.5,0,0,1,0,2019,conventional,0 days 00:01:22.702000,0 days 00:01:22.423000,0 days 00:01:22.304000
90,NOR,4.0,MEDIUM,7,18.0,24.0,1.0,0 days 00:01:29.343000,5.0,0 days 00:01:29.967000,fp2,1115.0,0,0,0,1,2019,conventional,0 days 00:01:22.702000,0 days 00:01:22.423000,0 days 00:01:22.304000
91,NOR,5.0,SOFT,2,25.0,26.0,1.0,0 days 00:01:35.651000,1.0,0 days 00:01:35.651000,fp2,996.0,0,1,0,1,2019,conventional,0 days 00:01:22.702000,0 days 00:01:22.423000,0 days 00:01:22.304000
92,VET,2.0,SOFT,5,8.0,12.0,1.0,0 days 00:01:23.473000,2.0,0 days 00:01:24.001500,fp2,1034.0,0,1,1,0,2019,conventional,0 days 00:01:22.885000,0 days 00:01:21.912000,0 days 00:01:21.190000
93,VET,5.0,SOFT,15,15.0,29.0,1.0,0 days 00:01:28.334000,12.0,0 days 00:01:29.132000,fp2,1102.5,0,0,0,1,2019,conventional,0 days 00:01:22.885000,0 days 00:01:21.912000,0 days 00:01:21.190000
94,VET,6.0,MEDIUM,6,30.0,35.0,1.0,0 days 00:01:27.355000,3.0,0 days 00:01:27.483000,fp2,1092.5,0,0,0,1,2019,conventional,0 days 00:01:22.885000,0 days 00:01:21.912000,0 days 00:01:21.190000
95,RAI,2.0,SOFT,5,10.0,14.0,1.0,0 days 00:01:23.572000,2.0,0 days 00:01:24.059500,fp2,1084.0,0,1,1,0,2019,conventional,0 days 00:01:22.966000,0 days 00:01:22.349000,0 days 00:01:22.314000
96,RAI,3.0,SOFT,13,15.0,27.0,1.0,0 days 00:01:28.677000,10.0,0 days 00:01:28.939000,fp2,1135.5,1,0,0,1,2019,conventional,0 days 00:01:22.966000,0 days 00:01:22.349000,0 days 00:01:22.314000
97,RAI,4.0,MEDIUM,13,28.0,40.0,1.0,0 days 00:01:27.778000,10.0,0 days 00:01:28.853000,fp2,1134.5,0,0,0,1,2019,conventional,0 days 00:01:22.966000,0 days 00:01:22.349000,0 days 00:01:22.314000
98,GRO,2.0,SOFT,5,9.0,13.0,1.0,0 days 00:01:23.814000,2.0,0 days 00:01:23.976000,fp2,1039.0,0,1,1,0,2019,conventional,0 days 00:01:22.959000,0 days 00:01:21.870000,0 days 00:01:21.826000
99,GRO,3.0,SOFT,15,14.0,28.0,1.0,0 days 00:01:29.258000,12.0,0 days 00:01:29.730500,fp2,1103.0,0,0,0,1,2019,conventional,0 days 00:01:22.959000,0 days 00:01:21.870000,0 days 00:01:21.826000
100,GRO,4.0,MEDIUM,9,29.0,37.0,1.0,0 days 00:01:28.390000,6.0,0 days 00:01:28.944500,fp2,1106.0,1,0,0,1,2019,conventional,0 days 00:01:22.959000,0 days 00:01:21.870000,0 days 00:01:21.826000
101,GAS,2.0,SOFT,5,8.0,12.0,1.0,0 days 00:01:23.442000,2.0,0 days 00:01:23.968500,fp2,1060.5,0,1,1,0,2019,conventional,0 days 00:01:23.020000,,
102,GAS,3.0,SOFT,10,13.0,22.0,1.0,0 days 00:01:28.572000,8.0,0 days 00:01:29.238000,fp2,1119.5,0,0,0,1,2019,conventional,0 days 00:01:23.020000,,
103,GAS,4.0,MEDIUM,9,23.0,31.0,1.0,0 days 00:01:28.209000,5.0,0 days 00:01:28.950000,fp2,1125.0,1,0,0,1,2019,conventional,0 days 00:01:23.020000,,
104,PER,2.0,SOFT,6,8.0,13.0,1.0,0 days 00:01:24.401000,2.0,0 days 00:01:24.610500,fp2,1061.0,0,1,1,0,2019,conventional,0 days 00:01:22.908000,0 days 00:01:22.532000,0 days 00:01:22.781000
105,PER,3.0,SOFT,9,14.0,22.0,1.0,0 days 00:01:28.805000,6.0,0 days 00:01:29.535500,fp2,1117.5,0,0,0,1,2019,conventional,0 days 00:01:22.908000,0 days 00:01:22.532000,0 days 00:01:22.781000
106,PER,4.0,HARD,12,23.0,34.0,1.0,0 days 00:01:28.367000,7.0,0 days 00:01:28.807000,fp2,1122.5,0,0,0,1,2019,conventional,0 days 00:01:22.908000,0 days 00:01:22.532000,0 days 00:01:22.781000
107,LEC,3.0,SOFT,5,10.0,14.0,1.0,0 days 00:01:23.754000,2.0,0 days 00:01:24.025500,fp2,1051.5,0,1,1,0,2019,conventional,0 days 00:01:22.017000,0 days 00:01:21.739000,0 days 00:01:21.442000
108,LEC,6.0,SOFT,5,17.0,21.0,1.0,0 days 00:01:28.553000,3.0,0 days 00:01:28.945000,fp2,1111.5,1,0,0,1,2019,conventional,0 days 00:01:22.017000,0 days 00:01:21.739000,0 days 00:01:21.442000
109,LEC,7.0,HARD,14,22.0,35.0,1.0,0 days 00:01:28.523000,12.0,0 days 00:01:29.117500,fp2,1102.0,0,0,0,1,2019,conventional,0 days 00:01:22.017000,0 days 00:01:21.739000,0 days 00:01:21.442000
110,STR,2.0,SOFT,5,10.0,14.0,1.0,0 days 00:01:24.011000,2.0,0 days 00:01:24.158000,fp2,1069.0,0,1,1,0,2019,conventional,0 days 00:01:23.017000,,
111,STR,3.0,SOFT,11,15.0,25.0,1.0,0 days 00:01:29.208000,8.0,0 days 00:01:29.548500,fp2,1117.5,0,0,0,1,2019,conventional,0 days 00:01:23.017000,,
112,STR,4.0,HARD,13,26.0,38.0,1.0,0 days 00:01:28.280000,10.0,0 days 00:01:28.876500,fp2,1128.0,1,0,0,1,2019,conventional,0 days 00:01:23.017000,,
113,MAG,1.0,MEDIUM,6,1.0,6.0,1.0,0 days 00:01:24.409000,1.0,0 days 00:01:24.409000,fp2,1121.0,1,0,1,0,2019,conventional,0 days 00:01:22.519000,0 days 00:01:22.221000,0 days 00:01:22.099000
114,MAG,2.0,SOFT,5,7.0,11.0,1.0,0 days 00:01:23.988000,2.0,0 days 00:01:24.345500,fp2,1096.0,0,0,1,0,2019,conventional,0 days 00:01:22.519000,0 days 00:01:22.221000,0 days 00:01:22.099000
115,MAG,3.0,SOFT,12,12.0,23.0,1.0,0 days 00:01:29.353000,10.0,0 days 00:01:29.469000,fp2,1106.0,0,0,0,1,2019,conventional,0 days 00:01:22.519000,0 days 00:01:22.221000,0 days 00:01:22.099000
116,MAG,4.0,MEDIUM,4,24.0,27.0,1.0,0 days 00:01:28.369000,1.0,0 days 00:01:28.369000,fp2,1092.0,0,1,0,1,2019,conventional,0 days 00:01:22.519000,0 days 00:01:22.221000,0 days 00:01:22.099000
117,ALB,2.0,SOFT,6,10.0,15.0,1.0,0 days 00:01:24.675000,1.0,0 days 00:01:24.675000,fp2,1122.5,0,0,1,0,2019,conventional,0 days 00:01:22.757000,0 days 00:01:22.636000,
118,ALB,4.0,MEDIUM,18,17.0,34.0,1.0,0 days 00:01:29.205000,15.0,0 days 00:01:29.682000,fp2,1123.0,1,0,0,1,2019,conventional,0 days 00:01:22.757000,0 days 00:01:22.636000,
